map,scenid,total,20move,distance,path_size,hLevel
isound1,0,140,124,1,2,0
isound1,1,240,244,3.41421,4,0
isound1,2,150,151,2,3,0
isound1,3,168,148,1.41421,2,0
isound1,4,337,362,3.82843,4,0
isound1,5,130,117,1,2,0
isound1,6,145,139,3,4,0
isound1,7,146,151,2,3,0
isound1,8,242,249,3.41421,4,0
isound1,9,211,211,3.41421,4,0
isound1,10,175,208,4.41421,5,0
isound1,11,244,216,7.07107,6,0
isound1,12,223,221,6.82843,7,0
isound1,13,232,231,6.24264,6,0
isound1,14,238,226,5.41421,6,0
isound1,15,268,243,5.41421,6,0
isound1,16,265,238,4.41421,5,0
isound1,17,241,251,7.24264,7,0
isound1,18,228,227,5.82843,6,0
isound1,19,147,150,7,8,0
isound1,20,308,309,8.41421,9,0
isound1,21,200,198,8.82843,9,0
isound1,22,193,202,10.8995,9,0
isound1,23,242,231,10.8284,11,0
isound1,24,220,215,9.24264,9,0
isound1,25,178,155,8.48528,7,0
isound1,26,217,221,11.6569,11,0
isound1,27,251,257,10.6569,10,0
isound1,28,258,242,10.2426,10,0
isound1,29,266,235,11.6569,11,0
isound1,30,244,234,12.3137,10,0
isound1,31,236,236,12.6569,12,0
isound1,32,415,402,14.4853,13,0
isound1,33,223,240,12.4853,11,0
isound1,34,246,231,13.3137,11,0
isound1,35,210,195,14.6569,14,0
isound1,36,198,196,13.4853,12,0
isound1,37,253,240,14.2426,14,0
isound1,38,345,341,13.2426,13,0
isound1,39,185,196,13.7279,11,0
isound1,40,238,233,16.8284,17,0
isound1,41,221,196,16.4142,17,0
isound1,42,205,239,16.4142,17,0
isound1,43,243,224,19.8284,20,0
isound1,44,222,217,16.5563,13,0
isound1,45,228,206,19.4853,18,0
isound1,46,249,234,19.4142,20,0
isound1,47,232,245,17.9706,14,0
isound1,48,242,216,19.5563,16,0
isound1,49,214,198,19.8995,18,0
isound1,50,393,387,22.2426,22,0
isound1,51,447,435,23.2426,23,0
isound1,52,209,216,20.1421,17,0
isound1,53,210,210,22.4142,23,0
isound1,54,236,239,23.2426,23,0
isound1,55,365,349,21.8995,20,0
isound1,56,405,344,23.6569,23,0
isound1,57,142,126,20,21,0
isound1,58,302,317,23.2132,18,0
isound1,59,222,216,21.6569,21,0
isound1,60,506,481,26.6274,21,0
isound1,61,239,231,25.2132,20,0
isound1,62,396,380,26.1421,23,0
isound1,63,441,448,27.3848,23,0
isound1,64,340,323,27.3848,23,0
isound1,65,255,227,26.6569,26,0
isound1,66,137,133,26,27,0
isound1,67,254,240,26.6569,26,0
isound1,68,243,231,26.2426,26,0
isound1,69,377,364,24.2426,24,0
isound1,70,359,283,28.7279,26,0
isound1,71,256,238,28.8284,29,0
isound1,72,243,230,28.5563,25,0
isound1,73,241,242,28.8284,29,0
isound1,74,363,375,30.9706,27,0
isound1,75,464,499,28.9706,25,0
isound1,76,205,207,30.0416,24,0
isound1,77,335,267,31.4558,25,0
isound1,78,205,222,29.2426,29,0
isound1,79,250,249,28.8995,27,0
isound1,80,337,326,33.4853,32,0
isound1,81,392,363,35.7279,33,0
isound1,82,353,194,32.0711,31,0
isound1,83,479,399,34.2132,29,0
isound1,84,227,227,35.2426,35,0
isound1,85,400,217,32.799,28,0
isound1,86,316,193,35.5269,27,0
isound1,87,409,392,33.1421,30,0
isound1,88,420,353,33.4558,27,0
isound1,89,404,204,34.799,30,0
isound1,90,371,390,37.9706,34,0
isound1,91,244,225,36.3137,34,0
isound1,92,438,277,38.3848,34,0
isound1,93,364,374,36.1421,33,0
isound1,94,284,266,39.8284,40,0
isound1,95,357,278,36.1421,33,0
isound1,96,421,255,38.4558,32,0
isound1,97,298,298,38.9706,35,0
isound1,98,221,189,38.6569,38,0
isound1,99,282,208,38.4142,39,0
isound1,100,385,193,40.5563,37,0
isound1,101,394,319,42.2132,37,0
isound1,102,437,246,42.6274,37,0
isound1,103,407,355,42.0416,36,0
isound1,104,428,423,41.9706,38,0
isound1,105,267,236,40.8284,41,0
isound1,106,378,338,42.5269,34,0
isound1,107,272,222,41.1421,38,0
isound1,108,457,247,40.2843,33,0
isound1,109,437,258,42.6274,37,0
isound1,110,488,395,47.4264,36,0
isound1,111,369,254,46.6274,41,0
isound1,112,370,229,44.5563,41,0
isound1,113,557,358,45.7279,43,0
isound1,114,436,327,47.7696,38,0
isound1,115,237,210,45.6569,45,0
isound1,116,425,240,47.2132,42,0
isound1,117,422,259,47.8701,41,0
isound1,118,335,256,45.4558,39,0
isound1,119,395,266,44.2132,39,0
isound1,120,439,279,49.1127,41,0
isound1,121,557,266,48.5563,45,0
isound1,122,294,195,48.4853,47,0
isound1,123,433,269,48.2132,43,0
isound1,124,402,265,51.5269,43,0
isound1,125,422,327,51.3553,42,0
isound1,126,331,267,48.2843,41,0
isound1,127,329,229,48.6985,41,0
isound1,128,322,232,51.5563,48,0
isound1,129,234,219,50.1421,47,0
isound1,130,415,243,54.6274,49,0
isound1,131,320,227,55.8995,54,0
isound1,132,422,159,55.7279,53,0
isound1,133,390,239,52.799,48,0
isound1,134,363,250,54.9706,51,0
isound1,135,322,137,55.2843,48,0
isound1,136,414,251,53.1838,43,0
isound1,137,441,140,55.669,43,0
isound1,138,465,270,52.0711,51,0
isound1,139,216,201,52.8995,51,0
isound1,140,532,306,57.4853,56,0
isound1,141,459,156,57.4853,56,0
