map,scenid,total-src,20move-src,distance,path_size,hLevel
den202d,0,174,183,0,0,3
den202d,1,103,102,0,0,3
den202d,2,146,139,0,0,3
den202d,3,200,201,0,0,3
den202d,4,159,168,0,0,3
den202d,5,165,164,0,0,3
den202d,6,83,89,0,0,3
den202d,7,157,162,0,0,3
den202d,8,177,167,0,0,3
den202d,9,166,161,0,0,3
den202d,10,273,287,0,0,3
den202d,11,234,224,0,0,3
den202d,12,254,253,0,0,3
den202d,13,316,296,0,0,3
den202d,14,218,211,0,0,3
den202d,15,198,194,0,0,3
den202d,16,215,227,0,0,3
den202d,17,299,293,0,0,3
den202d,18,295,285,0,0,3
den202d,19,232,229,0,0,3
den202d,20,303,298,0,0,3
den202d,21,314,309,0,0,3
den202d,22,238,229,0,0,3
den202d,23,249,243,0,0,3
den202d,24,290,282,0,0,3
den202d,25,305,308,0,0,3
den202d,26,245,245,0,0,3
den202d,27,251,235,0,0,3
den202d,28,251,252,0,0,3
den202d,29,251,239,0,0,3
den202d,30,370,378,0,0,3
den202d,31,393,402,0,0,3
den202d,32,430,433,0,0,3
den202d,33,382,380,0,0,3
den202d,34,376,372,0,0,3
den202d,35,310,304,0,0,3
den202d,36,283,288,0,0,3
den202d,37,318,313,0,0,3
den202d,38,315,326,0,0,3
den202d,39,336,304,0,0,3
den202d,40,461,440,0,0,3
den202d,41,538,536,0,0,3
den202d,42,492,487,0,0,3
den202d,43,547,538,0,0,3
den202d,44,510,493,0,0,3
den202d,45,572,549,0,0,3
den202d,46,447,446,0,0,3
den202d,47,506,498,0,0,3
den202d,48,425,416,0,0,3
den202d,49,479,495,0,0,3
den202d,50,557,532,0,0,3
