map,scenid,total,20move,distance,path_size,hLevel
hrt201n,0,237,203,2.82843,3,0
hrt201n,1,283,311,2.41421,3,0
hrt201n,2,349,325,2.41421,3,0
hrt201n,3,162,171,3,4,0
hrt201n,4,168,192,1,2,0
hrt201n,5,157,181,2,3,0
hrt201n,6,215,196,2,3,0
hrt201n,7,308,251,3.41421,4,0
hrt201n,8,158,165,1.41421,2,0
hrt201n,9,113,111,1,2,0
hrt201n,10,295,291,4,5,0
hrt201n,11,118,132,4,5,0
hrt201n,12,635,586,7.65685,7,0
hrt201n,13,210,220,7.41421,8,0
hrt201n,14,203,168,5,6,0
hrt201n,15,305,292,4.24264,4,0
hrt201n,16,225,229,5.41421,6,0
hrt201n,17,419,404,4.41421,5,0
hrt201n,18,450,443,7.24264,7,0
hrt201n,19,196,212,5.82843,6,0
hrt201n,20,151,157,9,10,0
hrt201n,21,163,181,9,10,0
hrt201n,22,434,434,11.4853,10,0
hrt201n,23,322,349,11.4142,12,0
hrt201n,24,390,380,11.8284,12,0
hrt201n,25,392,365,10.4142,11,0
hrt201n,26,434,371,11.8995,10,0
hrt201n,27,375,358,11.2426,11,0
hrt201n,28,302,306,8.07107,7,0
hrt201n,29,431,393,11.8284,12,0
hrt201n,30,886,830,14.7279,12,0
hrt201n,31,334,338,12.8284,13,0
hrt201n,32,682,608,15.6569,15,0
hrt201n,33,196,194,12.7279,10,0
hrt201n,34,388,375,12.4853,11,0
hrt201n,35,527,402,13.2426,13,0
hrt201n,36,843,839,15.8995,14,0
hrt201n,37,521,482,14.0711,13,0
hrt201n,38,256,253,13.4142,14,0
hrt201n,39,763,854,15.5563,12,0
hrt201n,40,258,261,19.8284,20,0
hrt201n,41,522,496,17.6569,17,0
hrt201n,42,373,394,17.8284,18,0
hrt201n,43,588,549,16.0711,15,0
hrt201n,44,472,484,19.8284,20,0
hrt201n,45,413,358,16.6569,16,0
hrt201n,46,399,357,18.6569,18,0
hrt201n,47,645,708,17.8995,16,0
hrt201n,48,521,518,18.3137,16,0
hrt201n,49,536,527,17.8284,18,0
hrt201n,50,463,472,20.6569,20,0
hrt201n,51,143,136,22,23,0
hrt201n,52,512,440,23.8284,24,0
hrt201n,53,741,712,21.6569,21,0
hrt201n,54,292,286,22.6569,22,0
hrt201n,55,630,613,20.0711,19,0
hrt201n,56,843,726,20.3137,18,0
hrt201n,57,982,837,23.4853,22,0
hrt201n,58,525,554,20.8995,19,0
hrt201n,59,576,614,23.3137,21,0
hrt201n,60,449,481,26.4853,25,0
hrt201n,61,596,605,24.7279,22,0
hrt201n,62,1122,1147,27.7279,25,0
hrt201n,63,641,605,25.5563,22,0
hrt201n,64,1132,1113,27.4558,21,0
hrt201n,65,403,362,27,28,0
hrt201n,66,639,625,27.4853,26,0
hrt201n,67,1125,1056,27.0416,21,0
hrt201n,68,635,660,27.3848,23,0
hrt201n,69,286,293,24.8284,25,0
hrt201n,70,666,313,28.6569,28,0
hrt201n,71,584,553,28.2426,28,0
hrt201n,72,606,600,30.3137,28,0
hrt201n,73,604,398,29.4853,28,0
hrt201n,74,904,725,29.9706,26,0
hrt201n,75,690,598,28.6274,23,0
hrt201n,76,556,482,31.799,27,0
hrt201n,77,1100,1127,29.799,25,0
hrt201n,78,715,706,30.5563,27,0
hrt201n,79,1039,845,28.7279,26,0
hrt201n,80,678,327,34.5563,31,0
hrt201n,81,891,630,32.7279,30,0
hrt201n,82,618,510,33.2426,33,0
hrt201n,83,1128,1000,35.2132,30,0
hrt201n,84,1018,751,34.2132,29,0
hrt201n,85,937,647,33.2132,28,0
hrt201n,86,740,772,35.6569,35,0
hrt201n,87,959,597,34.6985,27,0
hrt201n,88,571,541,32.3137,30,0
hrt201n,89,953,605,33.7279,31,0
hrt201n,90,1214,843,36.4558,30,0
hrt201n,91,609,360,37.2426,37,0
hrt201n,92,766,642,37.8995,36,0
hrt201n,93,755,290,38.7279,36,0
hrt201n,94,619,449,36.6569,36,0
hrt201n,95,1472,1074,38.799,34,0
hrt201n,96,890,361,38.4853,37,0
hrt201n,97,545,355,39.4853,38,0
hrt201n,98,641,623,37.0711,36,0
hrt201n,99,946,563,37.4853,36,0
hrt201n,100,780,476,41.799,37,0
hrt201n,101,954,762,43.2843,36,0
hrt201n,102,804,540,42.6569,42,0
hrt201n,103,770,264,43.9706,40,0
hrt201n,104,835,711,42.6274,37,0
hrt201n,105,952,499,42.9706,39,0
hrt201n,106,487,354,40.4853,39,0
hrt201n,107,755,606,40.2132,35,0
hrt201n,108,1570,937,41.6274,36,0
hrt201n,109,517,393,40.1421,37,0
hrt201n,110,660,552,45.799,41,0
hrt201n,111,618,274,47.8284,48,0
hrt201n,112,652,603,44.799,40,0
hrt201n,113,1363,1006,47.9706,44,0
