map,scenid,total,20move,distance,path_size,hLevel
ost000t,0,832,519,3.82843,4,1
ost000t,1,471,447,3.41421,4,1
ost000t,2,583,444,1.41421,2,1
ost000t,3,566,641,3.41421,4,1
ost000t,4,587,481,3.41421,4,1
ost000t,5,469,450,2.41421,3,1
ost000t,6,292,289,1,2,1
ost000t,7,519,410,2.41421,3,1
ost000t,8,533,452,1.41421,2,1
ost000t,9,352,283,2.41421,3,1
ost000t,10,738,595,5.82843,6,1
ost000t,11,620,452,6.41421,7,1
ost000t,12,866,700,5.24264,5,1
ost000t,13,683,597,6.41421,7,1
ost000t,14,847,735,6.24264,6,1
ost000t,15,451,401,6.82843,7,1
ost000t,16,393,383,7,8,1
ost000t,17,337,318,5,6,1
ost000t,18,563,574,5.41421,6,1
ost000t,19,1111,1000,6.65685,6,1
ost000t,20,1024,1131,9.82843,10,1
ost000t,21,739,551,9.65685,9,1
ost000t,22,605,613,10.8284,11,1
ost000t,23,623,697,9.24264,9,1
ost000t,24,550,609,11.0711,10,1
ost000t,25,788,880,10.6569,10,1
ost000t,26,269,218,8,9,1
ost000t,27,1105,898,10.4853,9,1
ost000t,28,713,697,10.2426,10,1
ost000t,29,1255,941,11.4853,10,1
ost000t,30,1045,892,14.4853,13,1
ost000t,31,727,768,13.4853,12,1
ost000t,32,1055,936,13.8284,14,1
ost000t,33,526,511,13.4142,14,1
ost000t,34,487,470,12.8284,13,1
ost000t,35,649,514,12.2426,12,1
ost000t,36,1162,1004,15.0711,14,1
ost000t,37,778,725,14.2426,14,1
ost000t,38,820,800,14.8995,13,1
ost000t,39,203,191,12,13,1
ost000t,40,1224,1095,17.6569,17,1
ost000t,41,1712,1620,18.1421,15,1
ost000t,42,1084,1107,17.7279,15,1
ost000t,43,1829,1373,19.1421,16,1
ost000t,44,1788,1407,18.4853,17,1
ost000t,45,595,492,17.8284,18,1
ost000t,46,1393,1252,18.0711,17,1
ost000t,47,535,443,17.2426,17,1
ost000t,48,454,494,17.9706,14,1
ost000t,49,1791,1569,16.9706,13,1
ost000t,50,3102,2082,23.799,19,1
ost000t,51,837,782,21.8284,22,1
ost000t,52,1598,1196,21.7279,19,1
ost000t,53,1463,1430,23.5563,20,1
ost000t,54,1676,1366,23.0711,22,1
ost000t,55,844,711,22.2426,22,1
ost000t,56,1471,1111,23.8995,22,1
ost000t,57,1513,1375,22.3848,18,1
ost000t,58,1801,1608,21.5563,18,1
ost000t,59,789,734,22.8284,23,1
ost000t,60,911,804,26.8284,27,1
ost000t,61,2041,2103,26.5563,23,1
ost000t,62,587,554,26.4142,27,1
ost000t,63,1908,1415,25.8995,24,1
ost000t,64,1452,788,27.7279,25,1
ost000t,65,570,512,25.4853,24,1
ost000t,66,2140,1931,27.0416,21,1
ost000t,67,929,761,24.6569,24,1
ost000t,68,2961,2343,27.4558,21,1
ost000t,69,1496,1325,26.5563,23,1
ost000t,70,1282,1071,31.2132,26,1
ost000t,71,2927,2064,30.2843,23,1
ost000t,72,1488,1251,28.8995,27,1
ost000t,73,871,767,29.799,25,1
ost000t,74,1920,1562,31.3848,27,1
ost000t,75,1831,1788,28.3848,24,1
ost000t,76,1727,1444,31.6985,24,1
ost000t,77,1218,1085,31.799,27,1
ost000t,78,2195,1392,29.3137,27,1
ost000t,79,561,331,31,32,1
ost000t,80,1539,1082,34.5563,31,1
ost000t,81,2170,1712,33.4558,27,1
ost000t,82,1632,927,33.9706,30,1
ost000t,83,2329,1279,32.9706,29,1
ost000t,84,3040,1375,33.3848,29,1
ost000t,85,1246,928,32.8995,31,1
ost000t,86,2904,2315,35.0416,29,1
ost000t,87,1838,1240,35.8995,34,1
ost000t,88,1452,1031,35.7279,33,1
ost000t,89,1396,1111,34.4853,33,1
ost000t,90,895,467,36.6569,36,1
ost000t,91,328,344,38.8995,37,1
ost000t,92,2227,1491,37.0416,31,1
ost000t,93,1162,686,38.4853,37,1
ost000t,94,1146,545,38.4853,37,1
ost000t,95,627,479,37.4142,38,1
