map,scenid,total,20move,distance,path_size,hLevel
lak100n,0,608,414,2.41421,3,0
lak100n,1,422,329,2.41421,3,0
lak100n,2,252,261,3,4,0
lak100n,3,275,208,1.41421,2,0
lak100n,4,335,232,1,2,0
lak100n,5,400,335,2.82843,3,0
lak100n,6,310,258,2.41421,3,0
lak100n,7,371,334,2,3,0
lak100n,8,227,206,2,3,0
lak100n,9,230,201,1.41421,2,0
lak100n,10,403,371,4.41421,5,0
lak100n,11,358,370,5.24264,5,0
lak100n,12,185,150,4,5,0
lak100n,13,384,328,4.82843,5,0
lak100n,14,537,454,7.24264,7,0
lak100n,15,407,386,7.41421,8,0
lak100n,16,385,363,4.41421,5,0
lak100n,17,493,443,7.65685,7,0
lak100n,18,219,218,4.24264,4,0
lak100n,19,338,359,6.65685,6,0
lak100n,20,529,529,8.65685,8,0
lak100n,21,815,681,9.48528,8,0
lak100n,22,432,430,8.07107,7,0
lak100n,23,500,467,11.4142,12,0
lak100n,24,364,330,8.07107,7,0
lak100n,25,413,336,10.4142,11,0
lak100n,26,535,403,9.41421,10,0
lak100n,27,319,279,9.24264,9,0
lak100n,28,397,345,10.0711,9,0
lak100n,29,214,221,9,10,0
lak100n,30,342,315,12.4853,11,0
lak100n,31,732,688,12.0711,11,0
lak100n,32,309,279,13.2426,13,0
lak100n,33,757,625,12.3137,10,0
lak100n,34,925,853,14.6569,14,0
lak100n,35,557,507,12.8284,13,0
lak100n,36,711,594,15.7279,13,0
lak100n,37,484,390,12.4142,13,0
lak100n,38,375,389,14.4142,15,0
lak100n,39,416,440,13.4142,14,0
lak100n,40,697,562,17.8284,18,0
lak100n,41,432,412,18.8284,19,0
lak100n,42,873,961,19.4853,18,0
lak100n,43,647,555,17.8995,16,0
lak100n,44,511,375,17.0711,16,0
lak100n,45,365,359,17.8284,18,0
lak100n,46,460,356,17.3137,15,0
lak100n,47,1136,1000,16.9706,13,0
lak100n,48,602,572,18.7279,16,0
lak100n,49,386,365,18.4853,17,0
lak100n,50,965,812,22.6569,22,0
lak100n,51,768,712,23.2426,23,0
lak100n,52,485,348,21.2426,21,0
lak100n,53,429,381,23.0711,22,0
lak100n,54,649,543,22.1421,19,0
lak100n,55,449,442,23.8284,24,0
lak100n,56,911,849,23.4853,22,0
lak100n,57,480,447,21.2426,21,0
lak100n,58,1010,930,21.3137,19,0
lak100n,59,583,421,23.9706,20,0
lak100n,60,775,631,25.799,21,0
lak100n,61,658,638,25.3137,23,0
lak100n,62,640,537,25.4853,24,0
lak100n,63,756,696,25.6569,25,0
lak100n,64,344,278,25.2426,25,0
lak100n,65,724,629,27.4853,26,0
lak100n,66,541,453,25.5563,22,0
lak100n,67,766,649,26.5563,23,0
