map,scenid,total-src,20move-src,distance,path_size,hLevel
random512-10-0,0,602,558,0,0,0
random512-10-0,1,92,75,0,0,0
random512-10-0,2,735,675,0,0,0
random512-10-0,3,515,526,0,0,0
random512-10-0,4,82,68,0,0,0
random512-10-0,5,491,458,0,0,0
random512-10-0,6,72,120,0,0,0
random512-10-0,7,841,907,0,0,0
random512-10-0,8,719,689,0,0,0
random512-10-0,9,584,634,0,0,0
random512-10-0,10,1606,1767,0,0,0
random512-10-0,11,1170,1234,0,0,0
random512-10-0,12,1331,1176,0,0,0
random512-10-0,13,679,606,0,0,0
random512-10-0,14,1137,928,0,0,0
random512-10-0,15,1221,985,0,0,0
random512-10-0,16,1557,1516,0,0,0
random512-10-0,17,1595,1334,0,0,0
random512-10-0,18,1198,961,0,0,0
random512-10-0,19,866,902,0,0,0
random512-10-0,20,707,636,0,0,0
random512-10-0,21,1392,1380,0,0,0
random512-10-0,22,1598,1285,0,0,0
random512-10-0,23,1683,2220,0,0,0
random512-10-0,24,1584,1447,0,0,0
random512-10-0,25,2273,2356,0,0,0
random512-10-0,26,2094,1980,0,0,0
random512-10-0,27,1667,1362,0,0,0
random512-10-0,28,1522,1339,0,0,0
random512-10-0,29,1800,1517,0,0,0
random512-10-0,30,2049,3319,0,0,0
random512-10-0,31,2729,2804,0,0,0
random512-10-0,32,1559,1730,0,0,0
random512-10-0,33,2795,2554,0,0,0
random512-10-0,34,2094,1912,0,0,0
random512-10-0,35,2984,2942,0,0,0
random512-10-0,36,3246,3358,0,0,0
random512-10-0,37,2787,2650,0,0,0
random512-10-0,38,2992,2595,0,0,0
random512-10-0,39,1764,1623,0,0,0
random512-10-0,40,3331,2973,0,0,0
random512-10-0,41,3369,3298,0,0,0
random512-10-0,42,1529,1137,0,0,0
random512-10-0,43,3667,4233,0,0,0
random512-10-0,44,3614,3445,0,0,0
random512-10-0,45,4256,4507,0,0,0
random512-10-0,46,3230,3377,0,0,0
random512-10-0,47,3524,3626,0,0,0
random512-10-0,48,3237,3165,0,0,0
random512-10-0,49,2716,3239,0,0,0
random512-10-0,50,4840,4973,0,0,0
random512-10-0,51,4002,3491,0,0,0
random512-10-0,52,4008,4885,0,0,0
random512-10-0,53,2700,3258,0,0,0
random512-10-0,54,3045,2762,0,0,0
random512-10-0,55,3049,3343,0,0,0
random512-10-0,56,3408,3092,0,0,0
random512-10-0,57,3392,2846,0,0,0
random512-10-0,58,4728,4863,0,0,0
random512-10-0,59,2574,1553,0,0,0
random512-10-0,60,5154,4055,0,0,0
random512-10-0,61,4049,3052,0,0,0
random512-10-0,62,4722,4796,0,0,0
random512-10-0,63,4134,3612,0,0,0
random512-10-0,64,4361,2929,0,0,0
random512-10-0,65,3812,3223,0,0,0
random512-10-0,66,6048,5867,0,0,0
random512-10-0,67,5947,4460,0,0,0
random512-10-0,68,4359,3475,0,0,0
random512-10-0,69,5616,6449,0,0,0
random512-10-0,70,4635,3749,0,0,0
random512-10-0,71,4330,3446,0,0,0
random512-10-0,72,6928,5912,0,0,0
random512-10-0,73,4742,3485,0,0,0
random512-10-0,74,5124,3633,0,0,0
random512-10-0,75,4442,2326,0,0,0
random512-10-0,76,5623,3581,0,0,0
random512-10-0,77,5485,5232,0,0,0
random512-10-0,78,4769,3412,0,0,0
random512-10-0,79,4175,2988,0,0,0
random512-10-0,80,5623,3731,0,0,0
random512-10-0,81,5274,4256,0,0,0
random512-10-0,82,7075,4285,0,0,0
random512-10-0,83,5305,3955,0,0,0
random512-10-0,84,7644,6367,0,0,0
random512-10-0,85,5338,3611,0,0,0
random512-10-0,86,5984,3739,0,0,0
random512-10-0,87,5117,3686,0,0,0
random512-10-0,88,5262,3600,0,0,0
random512-10-0,89,5477,3655,0,0,0
random512-10-0,90,6800,3948,0,0,0
random512-10-0,91,6813,4445,0,0,0
random512-10-0,92,7377,4818,0,0,0
random512-10-0,93,5548,3591,0,0,0
random512-10-0,94,6965,4499,0,0,0
random512-10-0,95,8225,5280,0,0,0
random512-10-0,96,5745,4076,0,0,0
random512-10-0,97,6802,4043,0,0,0
random512-10-0,98,5813,3682,0,0,0
random512-10-0,99,5886,3709,0,0,0
random512-10-0,100,9160,4001,0,0,0
