map,scenid,total,20move,distance,path_size,hLevel
hrt002d,0,186,172,1,2,1
hrt002d,1,327,326,3.82843,4,1
hrt002d,2,268,243,3.82843,4,1
hrt002d,3,248,233,2.41421,3,1
hrt002d,4,261,233,2.41421,3,1
hrt002d,5,217,198,3,4,1
hrt002d,6,196,178,1.41421,2,1
hrt002d,7,198,197,2.82843,3,1
hrt002d,8,235,241,2.41421,3,1
hrt002d,9,273,248,2.41421,3,1
hrt002d,10,353,314,7.41421,8,1
hrt002d,11,241,228,6,7,1
hrt002d,12,265,277,7.82843,8,1
hrt002d,13,294,309,5.41421,6,1
hrt002d,14,372,339,6.41421,7,1
hrt002d,15,357,320,6,7,1
hrt002d,16,332,321,7.24264,7,1
hrt002d,17,408,407,5.82843,6,1
hrt002d,18,386,385,5.24264,5,1
hrt002d,19,331,286,6.65685,6,1
hrt002d,20,486,444,9.89949,8,1
hrt002d,21,404,365,9.41421,10,1
hrt002d,22,374,341,11.8995,10,1
hrt002d,23,492,440,11.4142,12,1
hrt002d,24,342,341,9.07107,8,1
hrt002d,25,235,232,11.4142,12,1
hrt002d,26,491,429,10.6569,10,1
hrt002d,27,372,362,10.4142,11,1
hrt002d,28,247,275,10.8284,11,1
hrt002d,29,328,343,11.2426,11,1
hrt002d,30,537,495,13.6569,13,1
hrt002d,31,419,416,14.8284,15,1
hrt002d,32,331,310,13.4142,14,1
hrt002d,33,246,242,15.8284,16,1
hrt002d,34,429,384,14.0711,13,1
hrt002d,35,332,316,12.8284,13,1
hrt002d,36,246,263,15.4853,14,1
hrt002d,37,559,521,15.2426,15,1
hrt002d,38,680,648,14.6569,14,1
hrt002d,39,478,440,15.8284,16,1
hrt002d,40,494,460,19.8284,20,1
hrt002d,41,524,501,17.8284,18,1
hrt002d,42,296,287,16,17,1
hrt002d,43,494,486,19.1421,16,1
hrt002d,44,465,455,16.4853,15,1
hrt002d,45,605,625,19.2426,19,1
hrt002d,46,512,491,18.1421,15,1
hrt002d,47,487,474,16.4853,15,1
hrt002d,48,406,421,19.6569,19,1
hrt002d,49,557,574,16.4853,15,1
hrt002d,50,725,730,23.3137,21,1
hrt002d,51,441,515,23.5563,20,1
hrt002d,52,708,697,23.5563,20,1
hrt002d,53,633,664,21.8995,20,1
hrt002d,54,457,467,20.1421,17,1
hrt002d,55,786,760,21.0711,20,1
hrt002d,56,473,456,21.0711,20,1
hrt002d,57,701,676,21.3137,19,1
hrt002d,58,523,448,22.8284,23,1
hrt002d,59,697,723,21.6569,21,1
hrt002d,60,711,599,25.4853,24,1
hrt002d,61,372,389,27.3137,25,1
hrt002d,62,201,214,24.0711,23,1
hrt002d,63,655,582,24.4853,23,1
hrt002d,64,432,449,24.3137,22,1
hrt002d,65,486,459,25.3137,23,1
hrt002d,66,491,405,26.3137,24,1
hrt002d,67,577,690,26.7279,24,1
hrt002d,68,380,334,25.6569,25,1
hrt002d,69,650,614,27.4853,26,1
hrt002d,70,492,418,31.3137,29,1
hrt002d,71,448,297,31.3137,29,1
hrt002d,72,467,322,31.8995,30,1
hrt002d,73,518,617,29.3848,25,1
hrt002d,74,492,270,29.6569,29,1
hrt002d,75,584,624,31.3137,29,1
hrt002d,76,484,529,30.3137,28,1
hrt002d,77,725,562,30.8995,29,1
hrt002d,78,499,510,30.3137,28,1
hrt002d,79,555,495,29.7279,27,1
hrt002d,80,716,664,35.1421,32,1
hrt002d,81,520,537,33.3848,29,1
hrt002d,82,554,396,34.4853,33,1
hrt002d,83,364,182,33.6569,33,1
hrt002d,84,611,520,33.7279,31,1
hrt002d,85,484,248,34.8995,33,1
hrt002d,86,587,537,33.3848,29,1
hrt002d,87,531,381,33.7279,31,1
hrt002d,88,507,377,33.6569,33,1
hrt002d,89,519,478,32.3137,30,1
hrt002d,90,504,353,38.5563,35,1
hrt002d,91,498,489,38.4853,37,1
hrt002d,92,639,409,36.8995,35,1
hrt002d,93,819,376,38.4853,37,1
hrt002d,94,781,704,37.0416,31,1
hrt002d,95,529,481,37.799,33,1
hrt002d,96,448,372,38.8995,37,1
hrt002d,97,807,419,38.1421,35,1
hrt002d,98,628,394,39.9706,36,1
hrt002d,99,515,167,36.4853,35,1
hrt002d,100,744,734,43.4558,37,1
hrt002d,101,875,611,40.4558,34,1
hrt002d,102,944,504,42.7279,40,1
hrt002d,103,765,400,41.6274,36,1
hrt002d,104,651,325,43.799,39,1
hrt002d,105,593,314,43.6274,38,1
hrt002d,106,682,388,41.5563,38,1
hrt002d,107,573,378,42.2426,42,1
hrt002d,108,594,428,40.3848,36,1
hrt002d,109,711,391,41.8995,40,1
hrt002d,110,511,366,47.799,43,1
hrt002d,111,542,294,44.4853,43,1
hrt002d,112,467,400,44.0711,43,1
hrt002d,113,664,682,47.5563,44,1
hrt002d,114,648,602,47.3848,43,1
hrt002d,115,753,733,47.799,43,1
hrt002d,116,399,277,46.0711,45,1
hrt002d,117,716,686,47.3848,43,1
hrt002d,118,764,358,46.5563,43,1
hrt002d,119,558,281,46.2132,41,1
hrt002d,120,722,455,50.9706,47,1
hrt002d,121,799,252,49.9706,46,1
hrt002d,122,607,358,49.3848,45,1
hrt002d,123,652,447,50.4853,49,1
hrt002d,124,606,339,51.9706,48,1
hrt002d,125,871,362,49.4853,48,1
hrt002d,126,667,318,49.4853,48,1
hrt002d,127,882,579,48.4853,47,1
hrt002d,128,724,394,51.2132,46,1
hrt002d,129,984,723,49.0416,43,1
hrt002d,130,719,443,52.6274,47,1
hrt002d,131,996,422,52.7279,50,1
hrt002d,132,720,462,53.3848,49,1
hrt002d,133,865,311,52.2132,47,1
hrt002d,134,1012,636,55.6274,50,1
hrt002d,135,751,310,52.799,48,1
hrt002d,136,1067,630,52.1421,49,1
hrt002d,137,806,439,53.6274,48,1
