map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
oth999d,0,239,238,154,148,2.41421,3,0
oth999d,1,208,217,177,220,3.82843,4,0
oth999d,2,131,121,96,108,1,2,0
oth999d,3,109,113,83,83,1,2,0
oth999d,4,141,139,100,104,1.41421,2,0
oth999d,5,125,121,143,162,2,3,0
oth999d,6,120,117,170,202,3,4,0
oth999d,7,190,195,150,163,2.41421,3,0
oth999d,8,212,212,161,188,3.41421,4,0
oth999d,9,155,140,90,93,1.41421,2,0
oth999d,10,175,178,260,265,5.41421,6,0
oth999d,11,211,212,195,191,4.41421,5,0
oth999d,12,204,191,293,300,6.24264,6,0
oth999d,13,120,121,219,215,4,5,0
oth999d,14,215,215,215,265,4.41421,5,0
oth999d,15,190,192,263,292,6.41421,7,0
oth999d,16,250,251,276,281,4.82843,5,0
oth999d,17,218,219,210,256,6.65685,6,0
oth999d,18,191,158,175,217,5.82843,6,0
oth999d,19,212,210,254,274,6.41421,7,0
oth999d,20,202,191,446,454,11.0711,10,0
oth999d,21,198,201,409,441,9.82843,10,0
oth999d,22,186,172,293,337,9.07107,8,0
oth999d,23,155,150,313,353,10.6569,10,0
oth999d,24,179,180,257,288,9.48528,8,0
oth999d,25,213,212,265,302,9.82843,10,0
oth999d,26,149,144,323,329,8.48528,7,0
oth999d,27,200,215,349,327,11.4853,10,0
oth999d,28,203,213,340,425,9.24264,9,0
oth999d,29,181,189,403,407,10.6569,10,0
oth999d,30,173,167,393,429,12.3137,10,0
oth999d,31,210,213,425,423,13.8995,12,0
oth999d,32,211,214,486,487,15.1421,12,0
oth999d,33,173,165,418,368,13.4853,12,0
oth999d,34,220,211,432,466,15.4853,14,0
oth999d,35,203,187,413,468,12.4853,11,0
oth999d,36,206,198,324,412,14.7279,12,0
oth999d,37,156,165,422,463,12.8995,11,0
oth999d,38,192,179,431,474,12.3137,10,0
oth999d,39,192,210,362,435,15.1421,12,0
oth999d,40,204,209,573,626,18.8995,17,0
oth999d,41,179,171,509,613,17.4853,16,0
oth999d,42,216,196,524,606,18.2426,18,0
oth999d,43,102,110,549,580,17,18,0
oth999d,44,197,177,478,529,17.4853,16,0
oth999d,45,212,210,548,603,17.4853,16,0
oth999d,46,217,199,403,387,16.3137,14,0
oth999d,47,223,194,522,668,18.0711,17,0
oth999d,48,218,230,485,468,16.7279,14,0
oth999d,49,167,170,487,619,19.3137,17,0
oth999d,50,211,210,572,661,22.799,18,0
oth999d,51,169,143,528,605,22.2132,17,0
oth999d,52,166,153,514,590,22.1421,19,0
oth999d,53,166,178,701,727,23.0711,22,0
oth999d,54,187,200,387,421,20.1421,17,0
oth999d,55,205,201,536,599,20.4142,21,0
oth999d,56,201,190,644,715,23.2426,23,0
oth999d,57,194,210,531,694,21.5563,18,0
oth999d,58,161,156,519,644,22.799,18,0
oth999d,59,208,196,643,701,21.5563,18,0
oth999d,60,211,190,629,747,24.5563,21,0
oth999d,61,193,171,637,731,26.6274,21,0
oth999d,62,174,168,543,526,27.5563,24,0
oth999d,63,190,185,773,802,26.6569,26,0
oth999d,64,151,151,542,594,24.3137,22,0
oth999d,65,176,163,782,599,26.8284,27,0
oth999d,66,175,169,760,565,27.6569,27,0
oth999d,67,141,151,531,571,24.0416,18,0
oth999d,68,153,151,510,580,27.4558,21,0
oth999d,69,148,141,603,617,26.8701,20,0
oth999d,70,206,205,964,801,28.2426,28,0
oth999d,71,199,181,770,766,31.0416,25,0
oth999d,72,203,196,592,702,28.8701,22,0
oth999d,73,190,189,749,542,30.4142,31,0
oth999d,74,211,204,663,737,28.0416,22,0
oth999d,75,209,150,718,728,29.2843,22,0
oth999d,76,220,218,639,641,29.1421,26,0
oth999d,77,152,126,686,648,31.1127,23,0
oth999d,78,229,222,731,783,29.3848,25,0
oth999d,79,198,208,794,687,29.1421,26,0
oth999d,80,188,182,931,833,32.3137,30,0
oth999d,81,191,166,750,623,33.4558,27,0
oth999d,82,182,190,967,701,34.8284,35,0
oth999d,83,218,192,808,661,33.0711,32,0
oth999d,84,195,129,749,714,34.9411,26,0
oth999d,85,197,191,940,720,33.7279,31,0
oth999d,86,178,167,877,730,32.5563,29,0
oth999d,87,200,130,709,601,34.5269,26,0
oth999d,88,220,204,957,880,33.7279,31,0
oth999d,89,188,182,812,726,33.4853,32,0
oth999d,90,191,194,1014,772,38.8701,32,0
oth999d,91,180,168,921,622,36.4853,35,0
oth999d,92,164,177,952,781,38.5563,35,0
oth999d,93,176,158,822,590,37.6569,37,0
oth999d,94,172,114,842,651,36.6985,29,0
oth999d,95,162,146,914,733,37.2132,32,0
oth999d,96,192,180,1095,828,39.3848,35,0
oth999d,97,183,184,993,676,38.6569,38,0
oth999d,98,182,167,977,688,36.5563,33,0
oth999d,99,185,160,803,579,38.6274,33,0
oth999d,100,195,192,1155,795,42.8995,41,0
oth999d,101,181,163,962,717,41.0416,35,0
oth999d,102,160,139,1044,743,41.9706,38,0
oth999d,103,182,136,833,620,41.6985,34,0
oth999d,104,172,177,1070,821,40.6274,35,0
oth999d,105,181,131,891,750,41.1838,31,0
oth999d,106,148,145,995,697,41.5563,38,0
oth999d,107,170,105,853,625,41.1838,31,0
oth999d,108,188,159,1123,609,42.0711,41,0
oth999d,109,190,180,1053,675,40.3848,36,0
oth999d,110,149,110,859,538,44.1838,34,0
oth999d,111,187,125,1150,670,45.3553,36,0
oth999d,112,154,107,834,462,45.1838,35,0
oth999d,113,187,128,922,609,44.8406,33,0
oth999d,114,178,183,967,643,44.8701,38,0
oth999d,115,164,127,1144,698,44.6985,37,0
oth999d,116,192,186,1163,794,44.8701,38,0
oth999d,117,193,121,991,671,44.0122,33,0
oth999d,118,151,101,945,740,44.9411,36,0
oth999d,119,142,101,954,554,46.2843,39,0
oth999d,120,163,182,1222,709,48.6569,48,0
oth999d,121,185,174,1309,589,48.6569,48,0
oth999d,122,160,160,1263,649,49.1421,46,0
oth999d,123,157,161,1094,711,48.4558,42,0
oth999d,124,168,116,1181,609,50.1127,42,0
oth999d,125,155,147,1005,596,48.8701,42,0
oth999d,126,150,100,876,442,50.5269,42,0
oth999d,127,159,104,883,590,48.5269,40,0
oth999d,128,131,90,1116,591,50.1127,42,0
oth999d,129,189,173,1138,589,49.6274,44,0
oth999d,130,148,150,1212,644,52.6274,47,0
oth999d,131,110,97,1166,556,53.2843,46,0
oth999d,132,163,121,1202,626,52.5269,44,0
oth999d,133,172,97,1253,611,53.5269,45,0
oth999d,134,127,88,1041,532,54.5269,46,0
oth999d,135,129,101,1039,494,53.9411,45,0
oth999d,136,155,104,1128,596,52.0122,41,0
oth999d,137,139,144,1169,635,54.6274,49,0
oth999d,138,160,97,1105,662,52.7696,43,0
oth999d,139,155,101,1023,479,52.1838,42,0
