map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
den505d,0,669,359,402,608,2.41421,3,0
den505d,1,392,322,237,279,2.82843,3,0
den505d,2,401,315,239,159,2.41421,3,0
den505d,3,265,281,281,243,3.82843,4,0
den505d,4,204,187,408,340,3,4,0
den505d,5,397,303,221,206,2.41421,3,0
den505d,6,201,157,135,121,1,2,0
den505d,7,86,76,71,79,0,0,0
den505d,8,449,374,465,592,3.41421,4,0
den505d,9,143,142,121,126,1,2,0
den505d,10,364,321,431,507,5.24264,5,0
den505d,11,401,333,783,935,7.41421,8,0
den505d,12,474,440,436,638,5.24264,5,0
den505d,13,167,159,520,380,5,6,0
den505d,14,361,312,525,719,5.41421,6,0
den505d,15,322,286,570,606,5.24264,5,0
den505d,16,377,288,418,448,4.82843,5,0
den505d,17,367,402,515,443,6.82843,7,0
den505d,18,213,184,497,470,5.65685,5,0
den505d,19,402,300,291,318,4.24264,4,0
den505d,20,401,399,542,576,8.07107,7,0
den505d,21,562,500,703,858,11.8995,10,0
den505d,22,244,219,357,430,8.65685,8,0
den505d,23,704,601,705,823,9.07107,8,0
den505d,24,607,518,835,925,10.8284,11,0
den505d,25,607,462,633,894,8.24264,8,0
den505d,26,572,461,786,849,11.8284,12,0
den505d,27,372,327,1283,1279,11.6569,11,0
den505d,28,277,243,568,544,8.07107,7,0
den505d,29,285,247,610,688,9.41421,10,0
den505d,30,525,483,1287,922,15.4853,14,0
den505d,31,424,353,599,556,12.3137,10,0
den505d,32,348,285,1373,1392,15.7279,13,0
den505d,33,388,364,761,687,12.3137,10,0
den505d,34,523,405,1439,1619,15.6569,15,0
den505d,35,693,550,721,704,12.0711,11,0
den505d,36,785,595,1505,1392,14.8995,13,0
den505d,37,340,322,1101,953,14.6569,14,0
den505d,38,292,252,962,926,14.8284,15,0
den505d,39,404,374,684,713,14.8284,15,0
den505d,40,1191,810,1488,1838,19.9706,16,0
den505d,41,810,671,1188,1117,17.7279,15,0
den505d,42,1095,884,1502,1544,18.7279,16,0
den505d,43,464,423,1389,895,19.6569,19,0
den505d,44,551,420,1582,1328,19.0711,18,0
den505d,45,399,349,1768,1134,18.8284,19,0
den505d,46,352,332,1439,1268,18.4142,19,0
den505d,47,665,599,1260,1135,17.3137,15,0
den505d,48,482,398,1490,1813,18.2426,18,0
den505d,49,648,559,1536,1367,17.8995,16,0
den505d,50,641,369,1774,1620,23.2426,23,0
den505d,51,807,754,1696,1572,22.7279,20,0
den505d,52,472,409,1921,1648,23.8995,22,0
den505d,53,447,347,2059,1559,21.4853,20,0
den505d,54,662,578,2124,1806,23.8995,22,0
den505d,55,664,605,1404,1046,20.3137,18,0
den505d,56,720,593,2381,1924,21.3848,17,0
den505d,57,691,584,1823,1752,22.0711,21,0
den505d,58,673,667,1823,1877,21.6569,21,0
den505d,59,406,394,1802,1449,22,23,0
den505d,60,590,534,1888,1768,26.6569,26,0
den505d,61,702,377,1714,1158,27.8995,26,0
den505d,62,448,324,2215,1998,26.0711,25,0
den505d,63,396,371,1199,906,27.4142,28,0
den505d,64,508,417,2124,1467,26.6569,26,0
den505d,65,564,487,2074,2621,27.8995,26,0
den505d,66,914,682,1380,1368,25.0711,24,0
den505d,67,383,340,1264,838,24.2426,24,0
den505d,68,620,536,2127,1525,26.8995,25,0
den505d,69,803,649,1950,1918,25.1421,22,0
den505d,70,505,427,1889,1220,31.5563,28,0
den505d,71,778,473,1755,1369,28.3137,26,0
den505d,72,648,552,2127,1311,31.5563,28,0
den505d,73,825,492,2009,1132,30.9706,27,0
den505d,74,645,455,3155,2043,30.3137,28,0
den505d,75,872,769,1979,1364,31.3848,27,0
den505d,76,484,435,2028,1069,29.6569,29,0
den505d,77,863,765,2013,1284,30.3848,26,0
den505d,78,628,435,2702,1630,30.6569,30,0
den505d,79,942,603,2324,1928,30.799,26,0
den505d,80,385,349,1283,1281,32.4142,33,0
den505d,81,270,272,1439,737,35.8284,36,0
den505d,82,713,645,2390,1528,35.1421,32,0
den505d,83,1115,665,2156,1342,35.5563,32,0
den505d,84,170,181,1615,1256,33,34,0
