map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
lak100n,0,676,356,352,531,2.41421,3,0
lak100n,1,550,421,185,389,2.41421,3,0
lak100n,2,272,201,546,708,3,4,0
lak100n,3,366,224,119,184,1.41421,2,0
lak100n,4,295,285,163,255,1,2,0
lak100n,5,381,286,189,192,2.82843,3,0
lak100n,6,292,249,202,223,2.41421,3,0
lak100n,7,392,367,212,319,2,3,0
lak100n,8,289,162,238,280,2,3,0
lak100n,9,245,206,133,177,1.41421,2,0
lak100n,10,474,444,411,562,4.41421,5,0
lak100n,11,511,481,520,665,5.24264,5,0
lak100n,12,249,154,553,569,4,5,0
lak100n,13,323,295,502,521,4.82843,5,0
lak100n,14,638,410,783,905,7.24264,7,0
lak100n,15,447,303,517,768,7.41421,8,0
lak100n,16,480,384,569,711,4.41421,5,0
lak100n,17,587,424,654,713,7.65685,7,0
lak100n,18,281,235,368,420,4.24264,4,0
lak100n,19,421,417,819,1000,6.65685,6,0
lak100n,20,439,383,761,610,8.65685,8,0
lak100n,21,831,617,691,840,9.48528,8,0
lak100n,22,512,365,760,1015,8.07107,7,0
lak100n,23,481,466,1530,1252,11.4142,12,0
lak100n,24,339,318,702,515,8.07107,7,0
lak100n,25,492,376,967,1243,10.4142,11,0
lak100n,26,568,375,1209,1240,9.41421,10,0
lak100n,27,370,275,904,1183,9.24264,9,0
lak100n,28,314,263,879,832,10.0711,9,0
lak100n,29,229,170,1102,571,9,10,0
lak100n,30,441,282,1529,1604,12.4853,11,0
lak100n,31,926,624,1300,1566,12.0711,11,0
lak100n,32,315,288,1009,1018,13.2426,13,0
lak100n,33,868,518,1221,1290,12.3137,10,0
lak100n,34,1042,735,1110,1273,14.6569,14,0
lak100n,35,618,456,1163,1519,12.8284,13,0
lak100n,36,537,468,1366,1272,15.7279,13,0
lak100n,37,461,374,950,1129,12.4142,13,0
lak100n,38,392,343,1410,1295,14.4142,15,0
lak100n,39,498,375,1331,1662,13.4142,14,0
lak100n,40,849,623,1030,1255,17.8284,18,0
lak100n,41,467,388,1849,1955,18.8284,19,0
lak100n,42,842,652,1995,2435,19.4853,18,0
lak100n,43,721,493,2478,2243,17.8995,16,0
