map,scenid,total,20move,distance,path_size,hLevel
oth999d,0,146,142,2.41421,3,1
oth999d,1,140,142,3.82843,4,1
oth999d,2,86,89,1,2,1
oth999d,3,91,92,1,2,1
oth999d,4,114,121,1.41421,2,1
oth999d,5,91,90,2,3,1
oth999d,6,81,80,3,4,1
oth999d,7,121,122,2.41421,3,1
oth999d,8,145,141,3.41421,4,1
oth999d,9,119,117,1.41421,2,1
oth999d,10,119,127,5.41421,6,1
oth999d,11,137,141,4.41421,5,1
oth999d,12,126,134,6.24264,6,1
oth999d,13,90,89,4,5,1
oth999d,14,132,137,4.41421,5,1
oth999d,15,129,130,6.41421,7,1
oth999d,16,134,135,4.82843,5,1
oth999d,17,129,123,6.65685,6,1
oth999d,18,127,130,5.82843,6,1
oth999d,19,124,127,6.41421,7,1
oth999d,20,122,134,11.0711,10,1
oth999d,21,113,123,9.82843,10,1
oth999d,22,121,133,9.07107,8,1
oth999d,23,117,124,10.6569,10,1
oth999d,24,105,112,9.48528,8,1
oth999d,25,133,128,9.82843,10,1
oth999d,26,118,122,8.48528,7,1
oth999d,27,135,149,11.4853,10,1
oth999d,28,125,121,9.24264,9,1
oth999d,29,111,111,10.6569,10,1
oth999d,30,129,126,12.3137,10,1
oth999d,31,122,131,13.8995,12,1
oth999d,32,134,137,15.1421,12,1
oth999d,33,122,129,13.4853,12,1
oth999d,34,141,151,15.4853,14,1
oth999d,35,119,122,12.4853,11,1
oth999d,36,132,133,14.7279,12,1
oth999d,37,123,121,12.8995,11,1
oth999d,38,114,116,12.3137,10,1
oth999d,39,142,149,15.1421,12,1
oth999d,40,133,132,18.8995,17,1
oth999d,41,106,112,17.4853,16,1
oth999d,42,140,148,18.2426,18,1
oth999d,43,87,90,17,18,1
oth999d,44,122,121,17.4853,16,1
oth999d,45,122,118,17.4853,16,1
oth999d,46,136,132,16.3137,14,1
oth999d,47,143,142,18.0711,17,1
oth999d,48,120,127,16.7279,14,1
oth999d,49,111,119,19.3137,17,1
oth999d,50,142,147,22.799,18,1
oth999d,51,109,111,22.2132,17,1
oth999d,52,125,134,22.1421,19,1
oth999d,53,121,118,23.0711,22,1
oth999d,54,135,135,20.1421,17,1
oth999d,55,132,139,20.4142,21,1
oth999d,56,122,117,23.2426,23,1
oth999d,57,137,142,21.5563,18,1
oth999d,58,118,116,22.799,18,1
oth999d,59,126,126,21.5563,18,1
oth999d,60,106,115,24.5563,21,1
oth999d,61,124,125,26.6274,21,1
oth999d,62,138,137,27.5563,24,1
oth999d,63,122,122,26.6569,26,1
oth999d,64,111,118,24.3137,22,1
oth999d,65,115,116,26.8284,27,1
oth999d,66,115,116,27.6569,27,1
oth999d,67,112,120,24.0416,18,1
oth999d,68,109,107,27.4558,21,1
oth999d,69,112,114,26.8701,20,1
oth999d,70,118,118,28.2426,28,1
oth999d,71,137,137,31.0416,25,1
oth999d,72,137,140,28.8701,22,1
oth999d,73,108,116,30.4142,31,1
oth999d,74,142,151,28.0416,22,1
oth999d,75,138,105,29.2843,22,1
oth999d,76,135,148,29.1421,26,1
oth999d,77,111,107,31.1127,23,1
oth999d,78,143,147,29.3848,25,1
oth999d,79,136,127,29.1421,26,1
oth999d,80,122,131,32.3137,30,1
oth999d,81,116,124,33.4558,27,1
oth999d,82,116,114,34.8284,35,1
oth999d,83,134,131,33.0711,32,1
oth999d,84,140,106,34.9411,26,1
oth999d,85,122,113,33.7279,31,1
oth999d,86,117,113,32.5563,29,1
oth999d,87,140,110,34.5269,26,1
