map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
isound1,0,144,117,112,107,1,2,1
isound1,1,235,218,134,149,3.41421,4,1
isound1,2,115,107,90,94,2,3,1
isound1,3,132,126,71,73,1.41421,2,1
isound1,4,284,253,137,149,3.82843,4,1
isound1,5,128,115,93,93,1,2,1
isound1,6,93,88,116,117,3,4,1
isound1,7,120,126,126,127,2,3,1
isound1,8,195,179,148,153,3.41421,4,1
isound1,9,174,173,124,113,3.41421,4,1
isound1,10,192,173,146,151,4.41421,5,1
isound1,11,214,208,175,175,7.07107,6,1
isound1,12,143,140,192,170,6.82843,7,1
isound1,13,127,119,145,145,6.24264,6,1
isound1,14,161,146,127,125,5.41421,6,1
isound1,15,170,162,125,122,5.41421,6,1
isound1,16,142,142,126,117,4.41421,5,1
isound1,17,159,162,169,159,7.24264,7,1
isound1,18,168,164,155,151,5.82843,6,1
isound1,19,109,99,188,180,7,8,1
isound1,20,262,260,273,281,8.41421,9,1
isound1,21,186,175,238,240,8.82843,9,1
isound1,22,146,131,208,217,10.8995,9,1
isound1,23,169,170,238,242,10.8284,11,1
isound1,24,152,146,201,194,9.24264,9,1
isound1,25,129,121,155,152,8.48528,7,1
isound1,26,191,197,310,329,11.6569,11,1
isound1,27,198,189,227,233,10.6569,10,1
isound1,28,197,198,228,241,10.2426,10,1
isound1,29,176,170,250,265,11.6569,11,1
isound1,30,161,152,281,291,12.3137,10,1
isound1,31,165,169,261,246,12.6569,12,1
isound1,32,314,270,309,331,14.4853,13,1
isound1,33,140,133,250,256,12.4853,11,1
isound1,34,174,156,247,246,13.3137,11,1
isound1,35,161,148,300,297,14.6569,14,1
isound1,36,166,173,245,251,13.4853,12,1
isound1,37,168,162,289,293,14.2426,14,1
isound1,38,312,290,312,315,13.2426,13,1
isound1,39,168,173,253,257,13.7279,11,1
isound1,40,185,195,342,346,16.8284,17,1
isound1,41,151,149,306,311,16.4142,17,1
isound1,42,178,172,331,334,16.4142,17,1
isound1,43,161,159,370,380,19.8284,20,1
isound1,44,180,192,314,318,16.5563,13,1
isound1,45,151,160,341,338,19.4853,18,1
isound1,46,199,193,389,396,19.4142,20,1
isound1,47,193,188,278,288,17.9706,14,1
isound1,48,185,174,362,368,19.5563,16,1
isound1,49,153,158,310,324,19.8995,18,1
isound1,50,335,331,554,601,22.2426,22,1
isound1,51,353,368,625,577,23.2426,23,1
isound1,52,149,140,342,348,20.1421,17,1
isound1,53,154,142,396,367,22.4142,23,1
isound1,54,172,169,401,366,23.2426,23,1
isound1,55,298,309,479,502,21.8995,20,1
isound1,56,338,282,602,556,23.6569,23,1
isound1,57,99,91,382,384,20,21,1
isound1,58,253,246,353,351,23.2132,18,1
isound1,59,162,164,374,381,21.6569,21,1
isound1,60,387,371,502,472,26.6274,21,1
isound1,61,169,160,395,397,25.2132,20,1
isound1,62,291,274,439,400,26.1421,23,1
isound1,63,393,385,531,515,27.3848,23,1
isound1,64,252,255,542,543,27.3848,23,1
isound1,65,154,169,482,372,26.6569,26,1
