map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
lak100n,0,528,361,365,334,2.41421,3,1
lak100n,1,399,297,169,175,2.41421,3,1
lak100n,2,276,217,374,448,3,4,1
lak100n,3,288,181,123,102,1.41421,2,1
lak100n,4,157,152,100,114,1,2,1
lak100n,5,317,236,156,143,2.82843,3,1
lak100n,6,304,248,221,206,2.41421,3,1
lak100n,7,289,242,148,186,2,3,1
lak100n,8,200,158,231,243,2,3,1
lak100n,9,251,199,116,116,1.41421,2,1
lak100n,10,280,245,290,288,4.41421,5,1
lak100n,11,275,281,316,276,5.24264,5,1
lak100n,12,215,127,324,204,4,5,1
lak100n,13,270,236,287,226,4.82843,5,1
lak100n,14,470,380,442,354,7.24264,7,1
lak100n,15,352,313,408,371,7.41421,8,1
lak100n,16,317,198,320,248,4.41421,5,1
lak100n,17,441,340,377,362,7.65685,7,1
lak100n,18,235,186,231,201,4.24264,4,1
lak100n,19,329,281,376,300,6.65685,6,1
lak100n,20,392,367,394,320,8.65685,8,1
lak100n,21,545,507,430,405,9.48528,8,1
lak100n,22,299,288,461,282,8.07107,7,1
lak100n,23,300,242,521,450,11.4142,12,1
lak100n,24,268,248,359,266,8.07107,7,1
lak100n,25,363,330,830,675,10.4142,11,1
lak100n,26,326,267,611,492,9.41421,10,1
lak100n,27,370,326,737,654,9.24264,9,1
lak100n,28,242,248,464,354,10.0711,9,1
lak100n,29,178,139,457,404,9,10,1
lak100n,30,275,235,759,564,12.4853,11,1
lak100n,31,674,557,735,748,12.0711,11,1
lak100n,32,274,307,527,372,13.2426,13,1
lak100n,33,688,483,848,691,12.3137,10,1
lak100n,34,835,615,647,515,14.6569,14,1
lak100n,35,459,376,685,652,12.8284,13,1
lak100n,36,545,431,1250,927,15.7279,13,1
lak100n,37,366,306,613,503,12.4142,13,1
lak100n,38,349,293,883,524,14.4142,15,1
lak100n,39,272,245,383,325,13.4142,14,1
lak100n,40,679,555,546,603,17.8284,18,1
lak100n,41,353,318,858,675,18.8284,19,1
lak100n,42,501,481,966,796,19.4853,18,1
lak100n,43,526,459,1303,1079,17.8995,16,1
lak100n,44,381,368,765,575,17.0711,16,1
lak100n,45,330,302,622,461,17.8284,18,1
lak100n,46,347,300,650,487,17.3137,15,1
lak100n,47,846,735,1009,889,16.9706,13,1
lak100n,48,405,359,690,537,18.7279,16,1
