map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
hrt201n,0,322,244,242,213,2.82843,3,1
hrt201n,1,302,263,169,130,2.41421,3,1
hrt201n,2,292,256,180,194,2.41421,3,1
hrt201n,3,121,126,196,200,3,4,1
hrt201n,4,178,158,126,112,1,2,1
hrt201n,5,155,137,142,151,2,3,1
hrt201n,6,133,135,160,145,2,3,1
hrt201n,7,258,225,186,190,3.41421,4,1
hrt201n,8,205,175,118,96,1.41421,2,1
hrt201n,9,123,121,77,79,1,2,1
hrt201n,10,258,251,298,285,4,5,1
hrt201n,11,131,122,237,237,4,5,1
hrt201n,12,592,509,379,387,7.65685,7,1
hrt201n,13,228,234,352,329,7.41421,8,1
hrt201n,14,166,160,303,240,5,6,1
hrt201n,15,289,263,170,171,4.24264,4,1
hrt201n,16,241,206,238,197,5.41421,6,1
hrt201n,17,436,413,324,319,4.41421,5,1
hrt201n,18,507,371,387,389,7.24264,7,1
hrt201n,19,280,238,300,259,5.82843,6,1
hrt201n,20,162,150,367,361,9,10,1
hrt201n,21,159,145,504,508,9,10,1
hrt201n,22,392,407,413,339,11.4853,10,1
hrt201n,23,249,245,539,478,11.4142,12,1
hrt201n,24,333,313,472,477,11.8284,12,1
hrt201n,25,445,432,841,791,10.4142,11,1
hrt201n,26,348,350,668,604,11.8995,10,1
hrt201n,27,281,248,507,517,11.2426,11,1
hrt201n,28,309,284,353,335,8.07107,7,1
hrt201n,29,292,238,401,384,11.8284,12,1
hrt201n,30,760,678,828,761,14.7279,12,1
hrt201n,31,407,363,693,652,12.8284,13,1
hrt201n,32,588,547,970,890,15.6569,15,1
hrt201n,33,193,171,535,408,12.7279,10,1
hrt201n,34,315,291,438,447,12.4853,11,1
hrt201n,35,376,354,401,399,13.2426,13,1
hrt201n,36,614,587,679,650,15.8995,14,1
hrt201n,37,528,503,562,527,14.0711,13,1
hrt201n,38,237,219,401,428,13.4142,14,1
hrt201n,39,730,704,742,740,15.5563,12,1
hrt201n,40,235,264,576,480,19.8284,20,1
hrt201n,41,428,378,784,776,17.6569,17,1
hrt201n,42,366,359,951,929,17.8284,18,1
hrt201n,43,636,581,640,584,16.0711,15,1
hrt201n,44,422,390,1026,1019,19.8284,20,1
hrt201n,45,318,319,755,755,16.6569,16,1
hrt201n,46,412,369,709,673,18.6569,18,1
hrt201n,47,542,478,891,825,17.8995,16,1
hrt201n,48,505,464,768,732,18.3137,16,1
hrt201n,49,447,423,805,745,17.8284,18,1
hrt201n,50,344,339,891,797,20.6569,20,1
hrt201n,51,143,150,634,555,22,23,1
hrt201n,52,362,338,936,843,23.8284,24,1
hrt201n,53,709,678,646,654,21.6569,21,1
hrt201n,54,295,274,711,668,22.6569,22,1
hrt201n,55,519,495,769,845,20.0711,19,1
hrt201n,56,573,563,778,820,20.3137,18,1
hrt201n,57,972,782,1313,1200,23.4853,22,1
hrt201n,58,466,488,582,566,20.8995,19,1
hrt201n,59,538,509,1008,943,23.3137,21,1
hrt201n,60,461,447,1011,762,26.4853,25,1
hrt201n,61,566,562,1239,1052,24.7279,22,1
hrt201n,62,1058,1043,1102,1004,27.7279,25,1
hrt201n,63,691,675,847,736,25.5563,22,1
hrt201n,64,1062,1002,1126,1138,27.4558,21,1
hrt201n,65,286,257,1430,1089,27,28,1
hrt201n,66,675,634,779,668,27.4853,26,1
hrt201n,67,923,863,1204,1192,27.0416,21,1
hrt201n,68,592,517,972,723,27.3848,23,1
hrt201n,69,243,244,873,720,24.8284,25,1
hrt201n,70,732,344,1375,999,28.6569,28,1
hrt201n,71,526,529,1064,771,28.2426,28,1
hrt201n,72,567,528,1432,923,30.3137,28,1
hrt201n,73,595,364,1746,1128,29.4853,28,1
hrt201n,74,674,585,1149,903,29.9706,26,1
hrt201n,75,670,610,912,872,28.6274,23,1
hrt201n,76,622,467,1233,827,31.799,27,1
hrt201n,77,998,931,1232,1100,29.799,25,1
hrt201n,78,650,583,1173,947,30.5563,27,1
hrt201n,79,894,691,1483,1165,28.7279,26,1
