map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
orz107d,0,204,202,152,187,3.41421,4,1
orz107d,1,116,122,80,87,1,2,1
orz107d,2,160,170,138,139,3.41421,4,1
orz107d,3,118,128,133,145,3,4,1
orz107d,4,215,224,140,142,3.41421,4,1
orz107d,5,165,171,130,136,3.82843,4,1
orz107d,6,180,167,110,123,3.41421,4,1
orz107d,7,174,194,132,143,3.82843,4,1
orz107d,8,149,165,126,128,3.41421,4,1
orz107d,9,178,170,148,157,3.82843,4,1
orz107d,10,228,240,231,235,7.65685,7,1
orz107d,11,144,156,143,147,4,5,1
orz107d,12,205,184,184,189,6.41421,7,1
orz107d,13,153,152,180,180,6.24264,6,1
orz107d,14,153,154,231,194,6.41421,7,1
orz107d,15,107,106,172,171,5,6,1
orz107d,16,189,177,151,154,6.65685,6,1
orz107d,17,118,110,176,206,5,6,1
orz107d,18,110,113,175,182,7,8,1
orz107d,19,195,205,173,199,4.41421,5,1
orz107d,20,167,177,255,264,10.8995,9,1
orz107d,21,232,207,262,245,8.41421,9,1
orz107d,22,201,175,218,200,9.07107,8,1
orz107d,23,139,145,208,197,9.89949,8,1
orz107d,24,90,90,241,237,9,10,1
orz107d,25,192,195,207,218,9.07107,8,1
orz107d,26,202,204,278,343,10.8284,11,1
orz107d,27,97,99,253,263,9,10,1
orz107d,28,174,163,235,248,9.41421,10,1
orz107d,29,328,330,305,302,10.6569,10,1
orz107d,30,362,336,307,316,13.4853,12,1
orz107d,31,377,357,368,367,15.0711,14,1
orz107d,32,173,179,273,286,13.6569,13,1
orz107d,33,259,273,305,316,12.8284,13,1
orz107d,34,225,219,326,304,15.4142,16,1
orz107d,35,286,279,340,377,14.0711,13,1
orz107d,36,229,233,307,333,15.4853,14,1
orz107d,37,214,222,325,353,13.4142,14,1
orz107d,38,381,366,315,309,15.1421,12,1
orz107d,39,208,227,311,319,14.2426,14,1
orz107d,40,401,447,487,542,19.6569,19,1
orz107d,41,229,220,442,449,19.4142,20,1
orz107d,42,250,240,337,338,19.2426,19,1
orz107d,43,289,300,342,368,17.6569,17,1
orz107d,44,274,294,389,373,16.0711,15,1
orz107d,45,350,350,397,389,16.2426,16,1
orz107d,46,335,343,348,323,16.3137,14,1
orz107d,47,293,306,381,393,19.2426,19,1
orz107d,48,223,212,338,356,16.4853,15,1
orz107d,49,253,250,396,422,17.8284,18,1
orz107d,50,262,263,444,446,22.0711,21,1
orz107d,51,272,250,465,429,23.8995,22,1
orz107d,52,347,333,454,501,22.1421,19,1
orz107d,53,226,238,436,388,23.6569,23,1
orz107d,54,217,206,422,406,21.8284,22,1
orz107d,55,189,198,422,426,21.6569,21,1
orz107d,56,139,148,461,427,22,23,1
orz107d,57,166,172,404,360,22.2426,22,1
orz107d,58,182,190,387,401,20.6569,20,1
orz107d,59,431,450,503,476,23.8995,22,1
orz107d,60,173,182,501,428,26.2426,26,1
orz107d,61,322,321,487,484,26.2132,21,1
orz107d,62,459,436,457,523,25.3137,23,1
orz107d,63,422,299,556,467,27.3137,25,1
orz107d,64,167,159,461,410,24.4142,25,1
orz107d,65,184,177,479,376,27.6569,27,1
orz107d,66,278,284,449,386,25.0711,24,1
orz107d,67,216,205,483,399,25.6569,25,1
orz107d,68,354,335,450,448,26.799,22,1
orz107d,69,199,206,429,420,24.0711,23,1
orz107d,70,377,266,510,390,30.1421,27,1
orz107d,71,338,327,571,453,29.6569,29,1
orz107d,72,318,249,481,364,31.1421,28,1
orz107d,73,188,184,514,368,30.0711,29,1
orz107d,74,327,221,620,480,30.0711,29,1
orz107d,75,282,294,523,441,28.6569,28,1
orz107d,76,355,309,506,414,28.1421,25,1
orz107d,77,441,419,545,481,28.3137,26,1
orz107d,78,432,363,519,425,31.5563,28,1
orz107d,79,384,348,522,512,28.3848,24,1
orz107d,80,476,367,595,487,35.1421,32,1
orz107d,81,275,174,525,368,32.0711,31,1
orz107d,82,309,318,565,417,32.3137,30,1
orz107d,83,416,379,655,465,35.3137,33,1
orz107d,84,334,362,614,453,32.4853,31,1
orz107d,85,423,214,566,370,34.7279,32,1
orz107d,86,354,341,582,502,32.799,28,1
orz107d,87,323,187,615,355,35.3137,33,1
orz107d,88,392,190,588,352,34.7279,32,1
orz107d,89,347,349,603,442,32.0711,31,1
orz107d,90,199,206,660,449,36.4853,35,1
orz107d,91,352,157,536,332,36.7279,34,1
orz107d,92,403,311,593,457,36.0416,30,1
orz107d,93,186,197,632,400,37.2426,37,1
orz107d,94,349,148,626,342,38.8995,37,1
orz107d,95,389,167,626,349,37.8995,36,1
orz107d,96,316,216,687,439,39.799,35,1
orz107d,97,381,228,678,445,38.4853,37,1
orz107d,98,344,367,664,455,37.9706,34,1
orz107d,99,351,213,611,395,36.5563,33,1
