map,scenid,total,20move,distance,path_size,hLevel
lak100c,0,310,186,2,3,0
lak100c,1,652,404,3.82843,4,0
lak100c,2,293,259,3.82843,4,0
lak100c,3,371,254,3.41421,4,0
lak100c,4,310,193,1,2,0
lak100c,5,291,251,2.41421,3,0
lak100c,6,313,276,2,3,0
lak100c,7,465,364,3.82843,4,0
lak100c,8,421,317,1.41421,2,0
lak100c,9,361,282,2.41421,3,0
lak100c,10,364,249,6.65685,6,0
lak100c,11,296,248,4,5,0
lak100c,12,360,291,6.82843,7,0
lak100c,13,516,384,7.82843,8,0
lak100c,14,392,380,7.82843,8,0
lak100c,15,410,264,7.65685,7,0
lak100c,16,382,231,7.07107,6,0
lak100c,17,570,356,6.65685,6,0
lak100c,18,352,303,7.82843,8,0
lak100c,19,415,334,6.65685,6,0
lak100c,20,413,350,10.2426,10,0
lak100c,21,458,311,8.41421,9,0
lak100c,22,358,282,8.41421,9,0
lak100c,23,631,493,10.4853,9,0
lak100c,24,504,444,8.82843,9,0
lak100c,25,376,307,9.82843,10,0
lak100c,26,521,344,9.41421,10,0
lak100c,27,1001,716,10.8995,9,0
lak100c,28,579,435,11.8284,12,0
lak100c,29,304,259,11.8284,12,0
lak100c,30,418,273,13,14,0
lak100c,31,546,363,15.4142,16,0
lak100c,32,477,335,13.8284,14,0
lak100c,33,329,303,13.2426,13,0
lak100c,34,585,475,12.4142,13,0
lak100c,35,526,387,13.8995,12,0
lak100c,36,365,386,15.2426,15,0
lak100c,37,490,278,13.2426,13,0
lak100c,38,299,246,15.5563,12,0
lak100c,39,607,390,15.7279,13,0
lak100c,40,342,303,16.0711,15,0
lak100c,41,638,610,16.8284,17,0
lak100c,42,438,348,16.0711,15,0
lak100c,43,835,536,16.0711,15,0
lak100c,44,472,377,16.4142,17,0
lak100c,45,328,325,17.4142,18,0
lak100c,46,988,766,16.8995,15,0
lak100c,47,574,463,16.2426,16,0
lak100c,48,550,476,17.0711,16,0
lak100c,49,591,440,18.2426,18,0
lak100c,50,1451,1197,22.1421,19,0
