map,scenid,total,20move,distance,path_size,hLevel
rmtst,0,186,177,1,2,1
rmtst,1,141,144,1,2,1
rmtst,2,254,264,3.41421,4,1
rmtst,3,267,242,2.41421,3,1
rmtst,4,233,218,3.41421,4,1
rmtst,5,284,278,3.41421,4,1
rmtst,6,120,116,1,2,1
rmtst,7,228,224,3.41421,4,1
rmtst,8,137,143,1,2,1
rmtst,9,121,122,1,2,1
rmtst,10,365,389,7.65685,7,1
rmtst,11,254,224,4.41421,5,1
rmtst,12,315,300,6.82843,7,1
rmtst,13,403,351,7.24264,7,1
rmtst,14,247,229,7.65685,7,1
rmtst,15,270,242,4.82843,5,1
rmtst,16,440,436,6.24264,6,1
rmtst,17,290,288,7.65685,7,1
rmtst,18,356,325,7.41421,8,1
rmtst,19,331,320,6.24264,6,1
rmtst,20,275,267,8.48528,7,1
rmtst,21,253,239,9.41421,10,1
rmtst,22,527,454,9.48528,8,1
rmtst,23,405,399,11.4853,10,1
rmtst,24,255,252,8.48528,7,1
rmtst,25,238,230,11.4853,10,1
rmtst,26,424,416,11.8284,12,1
rmtst,27,244,244,10.2426,10,1
rmtst,28,448,418,10.8995,9,1
rmtst,29,230,211,10.8284,11,1
rmtst,30,408,403,13.6569,13,1
rmtst,31,230,220,13.7279,11,1
rmtst,32,332,345,12.6569,12,1
rmtst,33,337,319,13.6569,13,1
rmtst,34,398,362,15.3137,13,1
rmtst,35,198,188,14.8284,15,1
rmtst,36,223,220,13.8284,14,1
rmtst,37,435,426,13.8995,12,1
rmtst,38,234,215,13.8995,12,1
rmtst,39,177,195,14,15,1
rmtst,40,745,729,19.9706,16,1
rmtst,41,444,413,19.3137,17,1
rmtst,42,361,315,17.6569,17,1
rmtst,43,540,473,17.9706,14,1
rmtst,44,238,236,16.6569,16,1
rmtst,45,206,210,18.8995,17,1
rmtst,46,352,346,18.5563,15,1
rmtst,47,229,212,17,18,1
rmtst,48,376,331,19.3848,15,1
rmtst,49,515,480,17.1421,14,1
rmtst,50,544,522,20.3848,16,1
rmtst,51,411,388,22.6569,22,1
rmtst,52,219,228,20.3848,16,1
rmtst,53,297,127,23.4142,24,1
rmtst,54,403,363,20.799,16,1
rmtst,55,834,733,23.0711,22,1
rmtst,56,330,310,20.0711,19,1
rmtst,57,378,364,23.1421,20,1
rmtst,58,319,348,23.8284,24,1
rmtst,59,680,606,21.3137,19,1
rmtst,60,685,624,27.6274,22,1
rmtst,61,268,233,25.2426,25,1
rmtst,62,577,505,26.8995,25,1
rmtst,63,637,623,26.1421,23,1
rmtst,64,437,418,25.1421,22,1
rmtst,65,848,797,25.3848,21,1
rmtst,66,371,355,26.799,22,1
rmtst,67,685,683,27.799,23,1
rmtst,68,531,449,27.5563,24,1
rmtst,69,466,451,25.799,21,1
rmtst,70,825,760,28.7279,26,1
rmtst,71,918,866,30.6274,25,1
rmtst,72,360,375,30.2426,30,1
rmtst,73,438,465,31.9706,28,1
rmtst,74,348,162,29.8284,30,1
rmtst,75,346,326,28.2132,23,1
rmtst,76,398,395,29.8995,28,1
rmtst,77,456,314,29.8995,28,1
rmtst,78,602,584,30.3137,28,1
rmtst,79,439,386,31.3137,29,1
rmtst,80,410,404,32.7279,30,1
rmtst,81,405,238,34.2426,34,1
rmtst,82,384,368,32.3848,28,1
rmtst,83,945,742,35.6274,30,1
rmtst,84,321,300,33.5563,30,1
rmtst,85,323,319,35.7279,33,1
rmtst,86,651,498,32.799,28,1
rmtst,87,470,465,34.1421,31,1
rmtst,88,838,850,33.6274,28,1
rmtst,89,467,427,32.8995,31,1
rmtst,90,516,479,38.6274,33,1
rmtst,91,405,424,37.6569,37,1
rmtst,92,541,352,38.8995,37,1
rmtst,93,468,445,36.4558,30,1
rmtst,94,587,362,39.4558,33,1
rmtst,95,714,351,36.9706,33,1
rmtst,96,350,322,37.9706,34,1
rmtst,97,768,396,39.2843,32,1
rmtst,98,104,119,37,38,1
rmtst,99,345,367,36.8995,35,1
rmtst,100,438,219,42.5563,39,1
rmtst,101,981,875,42.5563,39,1
rmtst,102,286,282,40.6569,40,1
rmtst,103,414,319,41.5563,38,1
rmtst,104,414,384,41.7279,39,1
rmtst,105,274,276,40.0711,39,1
rmtst,106,208,180,40,41,1
rmtst,107,270,292,40,41,1
rmtst,108,480,421,40.1127,32,1
rmtst,109,794,583,42.8701,36,1
rmtst,110,538,439,44.0416,38,1
rmtst,111,253,137,45.4142,46,1
rmtst,112,450,399,46.3137,44,1
rmtst,113,481,459,46.8995,45,1
rmtst,114,385,379,45.2132,40,1
rmtst,115,272,276,45.5563,42,1
rmtst,116,436,443,44.799,40,1
rmtst,117,998,666,45.4558,39,1
rmtst,118,1077,721,46.3137,44,1
rmtst,119,1164,587,47.6274,42,1
rmtst,120,380,241,49.0711,48,1
rmtst,121,993,679,49.8701,43,1
rmtst,122,651,542,49.669,37,1
rmtst,123,588,537,48.1421,45,1
rmtst,124,531,493,50.2132,45,1
rmtst,125,847,470,48.7696,39,1
rmtst,126,896,327,51.9706,48,1
rmtst,127,739,407,49.3848,45,1
rmtst,128,750,556,51.9411,43,1
rmtst,129,488,270,48.4853,47,1
rmtst,130,677,335,54.1421,51,1
rmtst,131,427,266,54.4853,53,1
rmtst,132,524,298,55.3848,51,1
rmtst,133,861,211,54.5563,51,1
