map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
arena,0,147,144,221,219,3,4,0
arena,1,252,252,139,174,2.41421,3,0
arena,2,140,121,155,152,2,3,0
arena,3,146,143,99,97,1.41421,2,0
arena,4,230,207,187,190,3.82843,4,0
arena,5,85,104,117,125,2,3,0
arena,6,217,229,164,178,2.41421,3,0
arena,7,212,199,188,199,3.82843,4,0
arena,8,305,273,173,235,3.82843,4,0
arena,9,224,231,162,190,3.41421,4,0
arena,10,190,210,275,292,5.82843,6,0
arena,11,199,198,263,241,4.82843,5,0
arena,12,311,293,350,340,7.65685,7,0
arena,13,177,171,271,290,5.65685,5,0
arena,14,227,216,274,267,4.41421,5,0
arena,15,199,182,218,217,4.82843,5,0
arena,16,226,225,210,229,4.82843,5,0
arena,17,283,281,293,313,6.24264,6,0
arena,18,211,210,259,302,4.41421,5,0
arena,19,152,153,146,166,4.24264,4,0
arena,20,320,317,393,373,9.89949,8,0
arena,21,192,192,540,479,11.8284,12,0
arena,22,380,352,464,502,10.4142,11,0
arena,23,285,281,395,411,9.24264,9,0
arena,24,206,211,461,556,10.4142,11,0
arena,25,199,186,433,361,11.0711,10,0
arena,26,247,252,346,386,8.07107,7,0
arena,27,221,228,432,432,9.24264,9,0
arena,28,301,295,332,326,8.07107,7,0
arena,29,304,288,440,452,10.0711,9,0
arena,30,303,279,506,563,14.2426,14,0
arena,31,333,370,430,488,12.3137,10,0
arena,32,192,199,493,436,12.2426,12,0
arena,33,191,180,677,688,13.8284,14,0
arena,34,348,370,516,550,15.7279,13,0
arena,35,211,205,506,553,15.2426,15,0
arena,36,230,230,492,582,12.8284,13,0
arena,37,531,527,560,549,15.7279,13,0
arena,38,264,262,486,507,12.4853,11,0
arena,39,236,226,486,572,14.4142,15,0
arena,40,219,212,706,761,19.0711,18,0
arena,41,298,323,559,589,17.3137,15,0
arena,42,276,287,593,562,16.3137,14,0
arena,43,214,210,701,766,18.4142,19,0
arena,44,324,330,658,693,18.5563,15,0
arena,45,509,496,729,723,19.9706,16,0
arena,46,109,109,604,632,18,19,0
arena,47,267,279,581,633,18.6569,18,0
arena,48,405,402,603,597,18.9706,15,0
arena,49,219,230,592,613,17.8995,16,0
arena,50,347,320,864,861,22.3137,20,0
arena,51,385,370,818,801,23.4853,22,0
