map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
brc502d,0,396,272,387,303,3.41421,4,0
brc502d,1,167,152,142,140,1,2,0
brc502d,2,227,197,129,127,1,2,0
brc502d,3,381,328,182,211,2.82843,3,0
brc502d,4,170,137,100,105,1,2,0
brc502d,5,237,210,137,142,1.41421,2,0
brc502d,6,321,283,215,201,2.41421,3,0
brc502d,7,334,342,219,199,2.41421,3,0
brc502d,8,289,302,213,214,2.41421,3,0
brc502d,9,263,244,184,194,3.41421,4,0
brc502d,10,407,302,623,482,6.82843,7,0
brc502d,11,313,309,371,329,5.41421,6,0
brc502d,12,147,148,559,476,6,7,0
brc502d,13,250,221,202,231,4.82843,5,0
brc502d,14,352,305,299,273,4.24264,4,0
brc502d,15,247,214,256,263,6.41421,7,0
brc502d,16,503,400,369,364,5.24264,5,0
brc502d,17,338,289,374,361,4.41421,5,0
brc502d,18,267,245,238,226,5.41421,6,0
brc502d,19,503,372,342,321,4.82843,5,0
brc502d,20,322,250,714,550,9.24264,9,0
brc502d,21,309,293,907,640,8.41421,9,0
brc502d,22,390,384,510,389,9.65685,9,0
brc502d,23,548,511,764,633,11.8995,10,0
brc502d,24,183,165,830,953,10,11,0
brc502d,25,634,538,1134,1077,11.4853,10,0
brc502d,26,223,224,483,445,8.82843,9,0
brc502d,27,417,414,809,637,9.82843,10,0
brc502d,28,304,263,842,775,11.2426,11,0
brc502d,29,476,423,639,521,9.89949,8,0
brc502d,30,432,413,1300,1163,14.4142,15,0
brc502d,31,745,630,819,901,13.4853,12,0
brc502d,32,340,315,1367,973,13.6569,13,0
brc502d,33,583,451,1236,1036,12.8995,11,0
brc502d,34,461,385,982,741,12.4853,11,0
brc502d,35,467,410,1475,1137,14.4853,13,0
brc502d,36,393,459,1318,951,14.0711,13,0
brc502d,37,685,623,1271,1206,13.4853,12,0
brc502d,38,356,332,719,573,12.2426,12,0
brc502d,39,509,439,1474,954,15.4853,14,0
brc502d,40,256,235,1612,1237,19.4142,20,0
brc502d,41,304,280,1504,1183,16,17,0
brc502d,42,608,477,1509,1253,17.4853,16,0
brc502d,43,381,376,1585,1082,18.3137,16,0
brc502d,44,500,464,1223,970,16.8995,15,0
brc502d,45,142,143,1102,929,18,19,0
brc502d,46,279,256,1228,723,19.4142,20,0
brc502d,47,643,599,925,786,17.4853,16,0
brc502d,48,415,328,1311,1360,19.8995,18,0
brc502d,49,751,635,1599,1614,19.0711,18,0
brc502d,50,771,722,1560,1495,21.5563,18,0
brc502d,51,150,154,1520,1169,22,23,0
brc502d,52,686,706,1058,1131,22.4853,21,0
brc502d,53,444,367,2013,1454,23.0711,22,0
brc502d,54,687,672,1003,832,22.4853,21,0
brc502d,55,475,460,1444,1319,20.2426,20,0
brc502d,56,524,543,1603,1360,20.0711,19,0
brc502d,57,354,330,2043,1294,20.5563,17,0
brc502d,58,479,460,1064,953,21.4853,20,0
brc502d,59,422,396,1296,1161,20.8284,21,0
brc502d,60,493,379,1731,1222,24.8284,25,0
brc502d,61,1003,941,1720,1770,25.799,21,0
brc502d,62,289,266,1670,1398,25.4853,24,0
brc502d,63,859,632,1843,1791,26.9706,23,0
brc502d,64,539,445,1870,1103,27.3137,25,0
brc502d,65,659,540,1845,1465,26.8995,25,0
brc502d,66,799,727,1388,1231,24.5563,21,0
brc502d,67,485,342,1035,933,25.3137,23,0
brc502d,68,991,804,1632,1290,27.3848,23,0
brc502d,69,558,526,1842,1732,26.0416,20,0
brc502d,70,627,549,2065,1529,31.7279,29,0
