map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
hrt201n,0,267,234,319,329,2.82843,3,0
hrt201n,1,312,275,217,165,2.41421,3,0
hrt201n,2,283,251,194,266,2.41421,3,0
hrt201n,3,164,162,210,248,3,4,0
hrt201n,4,177,181,141,188,1,2,0
hrt201n,5,180,169,174,180,2,3,0
hrt201n,6,163,130,160,181,2,3,0
hrt201n,7,291,223,211,317,3.41421,4,0
hrt201n,8,163,171,121,100,1.41421,2,0
hrt201n,9,113,114,84,94,1,2,0
hrt201n,10,267,258,323,398,4,5,0
hrt201n,11,145,144,235,252,4,5,0
hrt201n,12,647,584,384,453,7.65685,7,0
hrt201n,13,241,237,403,483,7.41421,8,0
hrt201n,14,158,184,388,322,5,6,0
hrt201n,15,300,285,307,298,4.24264,4,0
hrt201n,16,235,229,383,297,5.41421,6,0
hrt201n,17,435,376,438,424,4.41421,5,0
hrt201n,18,378,362,479,482,7.24264,7,0
hrt201n,19,206,220,396,357,5.82843,6,0
hrt201n,20,158,158,479,453,9,10,0
hrt201n,21,161,158,612,659,9,10,0
hrt201n,22,348,357,597,588,11.4853,10,0
hrt201n,23,281,283,633,727,11.4142,12,0
hrt201n,24,344,325,621,841,11.8284,12,0
hrt201n,25,361,355,597,872,10.4142,11,0
hrt201n,26,402,385,934,887,11.8995,10,0
hrt201n,27,300,295,847,818,11.2426,11,0
hrt201n,28,327,286,484,516,8.07107,7,0
hrt201n,29,328,299,470,500,11.8284,12,0
hrt201n,30,723,763,1079,1101,14.7279,12,0
hrt201n,31,371,334,760,919,12.8284,13,0
hrt201n,32,596,538,1032,1041,15.6569,15,0
hrt201n,33,184,175,702,632,12.7279,10,0
hrt201n,34,371,352,729,784,12.4853,11,0
hrt201n,35,376,398,600,548,13.2426,13,0
hrt201n,36,778,743,1074,1036,15.8995,14,0
hrt201n,37,538,477,664,599,14.0711,13,0
hrt201n,38,267,262,428,497,13.4142,14,0
hrt201n,39,717,705,1240,996,15.5563,12,0
hrt201n,40,251,257,823,760,19.8284,20,0
hrt201n,41,424,441,1059,1294,17.6569,17,0
hrt201n,42,386,370,1147,1152,17.8284,18,0
hrt201n,43,569,555,680,683,16.0711,15,0
hrt201n,44,464,437,1099,1242,19.8284,20,0
hrt201n,45,356,318,1034,1010,16.6569,16,0
hrt201n,46,418,336,808,956,18.6569,18,0
hrt201n,47,510,488,1083,1205,17.8995,16,0
hrt201n,48,532,529,1118,1179,18.3137,16,0
hrt201n,49,518,436,879,880,17.8284,18,0
hrt201n,50,420,402,1044,1135,20.6569,20,0
hrt201n,51,127,126,804,930,22,23,0
hrt201n,52,419,429,1971,1881,23.8284,24,0
hrt201n,53,710,707,658,688,21.6569,21,0
hrt201n,54,244,231,867,885,22.6569,22,0
hrt201n,55,520,497,1082,1277,20.0711,19,0
hrt201n,56,684,643,1576,1374,20.3137,18,0
hrt201n,57,978,751,1319,1277,23.4853,22,0
hrt201n,58,521,491,757,893,20.8995,19,0
hrt201n,59,545,522,1153,1350,23.3137,21,0
hrt201n,60,434,433,1119,974,26.4853,25,0
hrt201n,61,607,546,1331,1158,24.7279,22,0
hrt201n,62,1086,964,1386,1197,27.7279,25,0
hrt201n,63,672,632,754,753,25.5563,22,0
hrt201n,64,1049,1092,1698,1855,27.4558,21,0
hrt201n,65,310,283,1724,1241,27,28,0
hrt201n,66,634,650,904,770,27.4853,26,0
hrt201n,67,978,897,1593,1527,27.0416,21,0
hrt201n,68,598,574,1239,1286,27.3848,23,0
hrt201n,69,308,285,1559,1567,24.8284,25,0
hrt201n,70,696,319,1655,1273,28.6569,28,0
hrt201n,71,593,588,1293,799,28.2426,28,0
hrt201n,72,559,526,1894,1500,30.3137,28,0
hrt201n,73,642,364,2178,1933,29.4853,28,0
hrt201n,74,730,646,1499,984,29.9706,26,0
hrt201n,75,647,565,1414,1222,28.6274,23,0
hrt201n,76,537,461,1857,1149,31.799,27,0
hrt201n,77,991,961,1973,1683,29.799,25,0
hrt201n,78,678,623,1637,1295,30.5563,27,0
hrt201n,79,918,720,1881,1495,28.7279,26,0
hrt201n,80,723,364,1814,915,34.5563,31,0
hrt201n,81,838,590,1438,1217,32.7279,30,0
hrt201n,82,503,417,2215,1231,33.2426,33,0
hrt201n,83,1016,885,2325,1997,35.2132,30,0
hrt201n,84,997,746,913,805,34.2132,29,0
hrt201n,85,882,635,1098,898,33.2132,28,0
hrt201n,86,594,559,1945,1297,35.6569,35,0
hrt201n,87,882,590,1237,890,34.6985,27,0
hrt201n,88,576,554,2195,1563,32.3137,30,0
hrt201n,89,855,503,1505,831,33.7279,31,0
hrt201n,90,1107,805,1731,1328,36.4558,30,0
hrt201n,91,540,324,2206,1020,37.2426,37,0
hrt201n,92,725,635,1404,962,37.8995,36,0
hrt201n,93,760,281,1996,1269,38.7279,36,0
hrt201n,94,519,372,2184,1230,36.6569,36,0
hrt201n,95,1218,865,1861,1274,38.799,34,0
hrt201n,96,867,340,1561,1114,38.4853,37,0
hrt201n,97,495,293,2263,1165,39.4853,38,0
hrt201n,98,677,647,2374,1249,37.0711,36,0
hrt201n,99,874,542,1835,1005,37.4853,36,0
hrt201n,100,766,445,1739,1064,41.799,37,0
hrt201n,101,886,699,1957,859,43.2843,36,0
hrt201n,102,724,453,1919,859,42.6569,42,0
hrt201n,103,682,240,2112,1414,43.9706,40,0
hrt201n,104,810,708,1666,840,42.6274,37,0
hrt201n,105,925,471,1859,1100,42.9706,39,0
hrt201n,106,493,290,1754,1017,40.4853,39,0
hrt201n,107,597,478,1933,1258,40.2132,35,0
hrt201n,108,1397,858,2241,1085,41.6274,36,0
hrt201n,109,518,404,2303,1577,40.1421,37,0
hrt201n,110,658,521,2439,1259,45.799,41,0
hrt201n,111,574,239,1247,846,47.8284,48,0
hrt201n,112,617,562,2689,1355,44.799,40,0
hrt201n,113,1283,888,2487,1320,47.9706,44,0
hrt201n,114,1152,823,1967,1223,46.1421,43,0
hrt201n,115,749,401,1603,795,44.9706,41,0
hrt201n,116,491,385,886,521,46.4853,45,0
hrt201n,117,797,591,1406,1022,44.5269,36,0
hrt201n,118,395,386,2549,1169,44.5563,41,0
