map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
ost101d,0,335,297,261,251,3.41421,4,0
ost101d,1,376,350,240,197,3.82843,4,0
ost101d,2,139,133,168,155,2,3,0
ost101d,3,163,161,277,247,3,4,0
ost101d,4,255,235,179,171,2.41421,3,0
ost101d,5,286,251,262,224,3.82843,4,0
ost101d,6,140,126,152,132,2,3,0
ost101d,7,90,96,157,181,3,4,0
ost101d,8,292,218,191,177,2.41421,3,0
ost101d,9,204,196,142,128,2.41421,3,0
ost101d,10,379,387,414,320,6.82843,7,0
ost101d,11,271,262,437,364,7.24264,7,0
ost101d,12,282,246,443,362,7.24264,7,0
ost101d,13,249,226,292,279,5.24264,5,0
ost101d,14,435,386,447,461,7.24264,7,0
ost101d,15,265,252,328,339,6.65685,6,0
ost101d,16,301,269,368,286,5.41421,6,0
ost101d,17,200,212,272,271,4.41421,5,0
ost101d,18,284,264,422,388,6.24264,6,0
ost101d,19,293,298,471,469,7.24264,7,0
ost101d,20,253,242,378,400,8.82843,9,0
ost101d,21,283,263,541,502,9.41421,10,0
ost101d,22,414,381,420,379,9.48528,8,0
ost101d,23,304,265,489,522,11.4142,12,0
ost101d,24,173,185,499,544,11.3137,9,0
ost101d,25,208,199,501,449,11.0711,10,0
ost101d,26,248,233,471,373,9.07107,8,0
ost101d,27,269,255,431,421,9.65685,9,0
ost101d,28,249,258,443,384,11.2426,11,0
ost101d,29,231,221,482,421,9.65685,9,0
ost101d,30,258,228,645,556,13.0711,12,0
ost101d,31,557,491,704,654,14.0711,13,0
ost101d,32,268,294,776,732,15.3137,13,0
ost101d,33,264,241,644,693,12.4142,13,0
ost101d,34,189,194,581,587,13.8995,12,0
ost101d,35,360,320,677,594,12.6569,12,0
ost101d,36,297,271,772,824,15.0711,14,0
ost101d,37,315,299,518,574,13.8284,14,0
ost101d,38,235,234,594,574,13.0711,12,0
ost101d,39,334,313,682,605,14.2426,14,0
ost101d,40,482,395,790,813,19.9706,16,0
ost101d,41,264,264,738,736,16.4142,17,0
ost101d,42,273,269,668,650,16.8284,17,0
ost101d,43,228,234,701,797,17.6569,17,0
ost101d,44,270,256,813,863,18.8284,19,0
ost101d,45,272,263,669,833,16.7279,14,0
ost101d,46,620,565,800,899,19.3848,15,0
ost101d,47,621,669,998,961,19.6569,19,0
ost101d,48,254,244,681,639,17.8284,18,0
