map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
combat,0,204,152,228,155,3,4,1
combat,1,235,225,160,154,1.41421,2,1
combat,2,176,151,99,85,1.41421,2,1
combat,3,195,166,150,119,3.41421,4,1
combat,4,251,259,194,161,2.41421,3,1
combat,5,140,131,88,87,1,2,1
combat,6,151,155,239,230,2,3,1
combat,7,217,222,163,109,3.82843,4,1
combat,8,173,166,113,128,1.41421,2,1
combat,9,284,306,223,222,2.41421,3,1
combat,10,139,152,288,325,4,5,1
combat,11,259,283,391,400,7.24264,7,1
combat,12,250,239,206,230,4.41421,5,1
combat,13,241,217,301,332,5.41421,6,1
combat,14,292,316,374,390,6.82843,7,1
combat,15,231,252,265,259,5.24264,5,1
combat,16,241,242,289,233,7.82843,8,1
combat,17,253,268,400,442,7.24264,7,1
combat,18,207,204,339,319,6.41421,7,1
combat,19,274,269,279,262,6.41421,7,1
combat,20,163,161,340,251,11.4853,10,1
combat,21,235,228,478,449,10.8284,11,1
combat,22,265,242,300,309,9.41421,10,1
combat,23,182,198,270,202,10.0711,9,1
combat,24,237,227,683,712,9.82843,10,1
combat,25,174,181,377,335,11.4142,12,1
combat,26,170,166,244,232,9.41421,10,1
combat,27,509,488,490,576,11.0711,10,1
combat,28,227,224,446,445,10.6569,10,1
combat,29,209,199,262,283,11.4142,12,1
combat,30,237,247,708,736,15.4853,14,1
combat,31,194,170,494,514,15.4853,14,1
combat,32,216,206,356,359,14.4853,13,1
combat,33,280,279,553,561,15.0711,14,1
combat,34,325,321,458,492,13.0711,12,1
combat,35,246,232,450,403,12.4853,11,1
combat,36,227,239,506,477,13.7279,11,1
combat,37,279,285,492,438,14.0711,13,1
combat,38,351,362,719,726,15.6569,15,1
combat,39,185,189,692,571,14.8284,15,1
combat,40,316,270,585,521,18.3137,16,1
combat,41,167,184,388,293,16.1421,13,1
combat,42,305,277,493,502,16.7279,14,1
combat,43,186,179,428,435,19.2426,19,1
combat,44,219,234,659,698,17.8995,16,1
combat,45,163,159,478,467,17.4142,18,1
combat,46,234,222,688,676,18.6569,18,1
combat,47,168,166,439,428,18.7279,16,1
combat,48,176,170,436,380,19.7279,17,1
combat,49,230,236,563,601,18.2426,18,1
combat,50,493,451,1285,1192,20.7279,18,1
combat,51,193,224,714,646,21.4142,22,1
combat,52,245,253,554,550,21.8284,22,1
combat,53,295,320,533,557,20.2426,20,1
combat,54,322,313,627,635,22.5563,19,1
combat,55,303,313,846,860,20.6569,20,1
combat,56,183,164,519,460,23.2132,18,1
combat,57,169,154,467,436,20.5563,17,1
combat,58,350,365,930,854,23.0711,22,1
combat,59,390,375,933,951,23.9706,20,1
combat,60,342,348,975,942,25.4558,19,1
combat,61,147,151,773,604,25.4853,24,1
combat,62,250,235,668,623,26.8701,20,1
combat,63,147,151,1457,1223,25,26,1
combat,64,620,487,1211,1138,25.8995,24,1
combat,65,233,246,811,835,27.4558,21,1
combat,66,235,233,945,737,27.4853,26,1
combat,67,464,477,1132,980,26.1421,23,1
combat,68,288,297,872,764,26.7279,24,1
combat,69,290,282,992,877,24.8995,23,1
combat,70,439,439,1158,1146,31.799,27,1
combat,71,232,217,667,509,28.4142,29,1
combat,72,191,189,716,595,29.5563,26,1
combat,73,246,249,890,866,28.5563,25,1
combat,74,185,207,542,428,31.3137,29,1
combat,75,298,301,666,620,31.6274,26,1
combat,76,272,254,1174,968,29.8995,28,1
combat,77,192,198,804,425,31.2426,31,1
combat,78,282,300,771,738,28.0416,22,1
combat,79,239,224,872,656,28.4142,29,1
combat,80,232,207,1269,1072,32.4558,26,1
combat,81,246,225,731,717,35.3553,26,1
combat,82,245,253,834,622,33.3137,31,1
combat,83,245,231,1031,739,32.3137,30,1
combat,84,312,254,731,627,35.1127,27,1
combat,85,273,265,1484,1033,33.799,29,1
combat,86,205,199,1003,544,35.0416,29,1
combat,87,252,198,1173,1109,32.1127,24,1
combat,88,238,150,1286,913,34.5269,26,1
combat,89,191,144,632,538,34.6985,27,1
combat,90,470,471,1340,1120,37.0416,31,1
combat,91,201,207,676,498,37.5563,34,1
combat,92,182,174,944,548,38.5563,35,1
combat,93,175,178,1000,552,39.2426,39,1
combat,94,153,121,717,580,37.5269,29,1
combat,95,284,289,1559,1116,38.8995,37,1
combat,96,231,227,1182,767,39.3137,37,1
combat,97,279,272,803,565,36.1421,33,1
combat,98,166,167,1173,609,38.2132,33,1
combat,99,486,375,1522,1076,39.3553,30,1
combat,100,415,259,1533,1187,41.5269,33,1
combat,101,595,462,1915,1170,43.0416,37,1
combat,102,198,217,1079,800,40.4853,39,1
combat,103,524,525,2164,1321,42.4853,41,1
combat,104,440,121,969,456,41.7696,32,1
combat,105,244,180,1032,830,40.9411,32,1
combat,106,313,312,1116,734,41.1421,38,1
combat,107,203,201,1167,489,43.4853,42,1
combat,108,210,232,1074,589,40.7279,38,1
combat,109,304,284,832,565,40.9706,37,1
combat,110,312,258,966,665,47.2548,35,1
combat,111,279,279,1490,833,44.6569,44,1
combat,112,318,306,1522,868,46.0416,40,1
combat,113,154,162,946,471,47.5563,44,1
combat,114,191,204,1457,485,44.0711,43,1
combat,115,282,279,1094,539,47.799,43,1
combat,116,251,167,1513,969,47.1127,39,1
combat,117,263,261,1764,926,44.4142,45,1
combat,118,197,140,836,482,45.2843,38,1
combat,119,248,272,1022,630,44.5563,41,1
combat,120,276,266,1092,595,50.8284,51,1
combat,121,398,406,1515,870,48.8701,42,1
combat,122,449,253,1767,1211,48.6985,41,1
combat,123,197,197,880,516,50.6569,50,1
combat,124,450,316,2049,1126,48.799,44,1
combat,125,438,407,2157,1013,50.7279,48,1
combat,126,164,123,782,522,51.0833,38,1
combat,127,221,132,1102,578,49.4264,38,1
combat,128,319,239,1110,490,50.4264,39,1
combat,129,276,112,1107,582,51.3553,42,1
combat,130,295,298,1408,843,55.6569,55,1
combat,131,168,135,978,544,53.0122,42,1
combat,132,821,436,2442,1363,55.1838,45,1
combat,133,232,141,961,599,53.4264,42,1
combat,134,201,151,1240,654,53.6985,46,1
combat,135,156,148,1084,453,52.6569,52,1
combat,136,191,188,1053,465,54.3137,52,1
combat,137,154,161,1756,497,53.8284,54,1
combat,138,259,243,2199,936,52.9706,49,1
combat,139,205,197,1124,484,55.6274,50,1
combat,140,370,286,1530,694,56.7696,47,1
combat,141,274,135,1152,574,56.669,44,1
combat,142,329,237,1588,625,59.4975,46,1
combat,143,295,295,1303,837,56.8701,50,1
combat,144,473,320,2530,1325,56.5685,41,1
combat,145,287,310,1195,655,57.0416,51,1
combat,146,282,202,1186,573,56.8406,45,1
combat,147,301,248,975,617,58.9117,45,1
combat,148,658,317,2094,1130,56.8701,50,1
combat,149,299,329,1340,648,57.5563,54,1
combat,150,288,242,1339,616,61.1127,53,1
combat,151,381,382,1223,728,60.8701,54,1
combat,152,540,344,1534,1031,63.397,47,1
combat,153,477,153,2470,1121,60.7401,46,1
combat,154,311,295,1368,780,63.799,59,1
combat,155,171,168,1682,474,63.2426,63,1
combat,156,288,136,1626,874,62.0833,49,1
combat,157,294,293,1326,722,60.2426,60,1
combat,158,282,249,1035,550,63.2548,51,1
combat,159,191,198,1002,394,60.1421,57,1
combat,160,343,333,1560,762,67.1421,64,1
combat,161,160,128,1261,477,65.669,53,1
combat,162,195,134,1043,426,64.598,54,1
combat,163,281,221,1075,628,66.6396,49,1
combat,164,251,251,1239,461,66.2426,66,1
combat,165,545,331,2726,1013,67.1543,52,1
combat,166,276,145,1084,593,66.9828,51,1
combat,167,184,133,895,457,64.5685,49,1
combat,168,288,105,1441,518,64.0833,51,1
combat,169,284,275,1363,643,64.4558,58,1
