map,scenid,total-src,20move-src,distance,path_size,hLevel
maze512-1-0,0,191,331,0,0,0
maze512-1-0,1,169,162,0,0,0
maze512-1-0,2,118,155,0,0,0
maze512-1-0,3,139,120,0,0,0
maze512-1-0,4,119,239,0,0,0
maze512-1-0,5,128,120,0,0,0
maze512-1-0,6,171,238,0,0,0
maze512-1-0,7,133,155,0,0,0
maze512-1-0,8,70,62,0,0,0
maze512-1-0,9,121,141,0,0,0
maze512-1-0,10,250,360,0,0,0
maze512-1-0,11,272,426,0,0,0
maze512-1-0,12,218,238,0,0,0
maze512-1-0,13,145,216,0,0,0
maze512-1-0,14,346,294,0,0,0
maze512-1-0,15,144,130,0,0,0
maze512-1-0,16,203,231,0,0,0
maze512-1-0,17,282,241,0,0,0
maze512-1-0,18,194,180,0,0,0
maze512-1-0,19,218,202,0,0,0
maze512-1-0,20,294,552,0,0,0
maze512-1-0,21,304,278,0,0,0
maze512-1-0,22,245,258,0,0,0
maze512-1-0,23,379,227,0,0,0
maze512-1-0,24,376,594,0,0,0
maze512-1-0,25,240,248,0,0,0
maze512-1-0,26,360,571,0,0,0
maze512-1-0,27,312,305,0,0,0
maze512-1-0,28,208,238,0,0,0
maze512-1-0,29,313,251,0,0,0
maze512-1-0,30,381,760,0,0,0
maze512-1-0,31,290,273,0,0,0
maze512-1-0,32,458,527,0,0,0
maze512-1-0,33,322,370,0,0,0
maze512-1-0,34,372,322,0,0,0
maze512-1-0,35,360,367,0,0,0
maze512-1-0,36,467,795,0,0,0
maze512-1-0,37,280,261,0,0,0
maze512-1-0,38,319,284,0,0,0
maze512-1-0,39,513,675,0,0,0
maze512-1-0,40,381,800,0,0,0
maze512-1-0,41,396,471,0,0,0
maze512-1-0,42,436,471,0,0,0
maze512-1-0,43,613,571,0,0,0
maze512-1-0,44,553,821,0,0,0
maze512-1-0,45,637,830,0,0,0
maze512-1-0,46,344,360,0,0,0
maze512-1-0,47,434,401,0,0,0
maze512-1-0,48,388,845,0,0,0
maze512-1-0,49,430,845,0,0,0
maze512-1-0,50,580,1281,0,0,0
maze512-1-0,51,537,803,0,0,0
maze512-1-0,52,882,1315,0,0,0
maze512-1-0,53,774,693,0,0,0
maze512-1-0,54,621,834,0,0,0
maze512-1-0,55,420,479,0,0,0
maze512-1-0,56,691,676,0,0,0
maze512-1-0,57,417,388,0,0,0
maze512-1-0,58,479,490,0,0,0
maze512-1-0,59,562,680,0,0,0
maze512-1-0,60,540,446,0,0,0
maze512-1-0,61,473,409,0,0,0
maze512-1-0,62,734,842,0,0,0
maze512-1-0,63,695,450,0,0,0
maze512-1-0,64,418,303,0,0,0
maze512-1-0,65,540,358,0,0,0
maze512-1-0,66,743,847,0,0,0
maze512-1-0,67,467,1006,0,0,0
maze512-1-0,68,474,362,0,0,0
maze512-1-0,69,551,608,0,0,0
maze512-1-0,70,647,769,0,0,0
maze512-1-0,71,678,667,0,0,0
maze512-1-0,72,850,642,0,0,0
maze512-1-0,73,570,421,0,0,0
maze512-1-0,74,562,396,0,0,0
maze512-1-0,75,664,644,0,0,0
maze512-1-0,76,532,369,0,0,0
maze512-1-0,77,881,681,0,0,0
maze512-1-0,78,665,579,0,0,0
maze512-1-0,79,634,841,0,0,0
maze512-1-0,80,615,776,0,0,0
maze512-1-0,81,644,511,0,0,0
maze512-1-0,82,749,391,0,0,0
maze512-1-0,83,804,611,0,0,0
maze512-1-0,84,740,383,0,0,0
maze512-1-0,85,765,609,0,0,0
maze512-1-0,86,632,441,0,0,0
maze512-1-0,87,597,447,0,0,0
maze512-1-0,88,785,873,0,0,0
maze512-1-0,89,543,359,0,0,0
maze512-1-0,90,888,853,0,0,0
maze512-1-0,91,678,783,0,0,0
maze512-1-0,92,643,439,0,0,0
maze512-1-0,93,961,904,0,0,0
maze512-1-0,94,757,419,0,0,0
maze512-1-0,95,801,404,0,0,0
maze512-1-0,96,702,321,0,0,0
maze512-1-0,97,656,475,0,0,0
maze512-1-0,98,667,581,0,0,0
maze512-1-0,99,1158,1048,0,0,0
maze512-1-0,100,797,473,0,0,0
maze512-1-0,101,872,426,0,0,0
maze512-1-0,102,786,424,0,0,0
maze512-1-0,103,842,381,0,0,0
maze512-1-0,104,728,362,0,0,0
maze512-1-0,105,765,500,0,0,0
maze512-1-0,106,729,364,0,0,0
maze512-1-0,107,964,441,0,0,0
maze512-1-0,108,735,411,0,0,0
maze512-1-0,109,1125,634,0,0,0
maze512-1-0,110,965,824,0,0,0
maze512-1-0,111,1054,599,0,0,0
maze512-1-0,112,968,1197,0,0,0
maze512-1-0,113,1036,431,0,0,0
maze512-1-0,114,845,600,0,0,0
maze512-1-0,115,854,375,0,0,0
maze512-1-0,116,1339,653,0,0,0
maze512-1-0,117,1058,817,0,0,0
maze512-1-0,118,823,523,0,0,0
