map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
ost000a,0,597,380,635,512,2.82843,3,0
ost000a,1,486,357,314,342,1,2,0
ost000a,2,365,436,607,505,2,3,0
ost000a,3,280,281,636,576,3,4,0
ost000a,4,348,329,689,652,3,4,0
ost000a,5,442,387,293,416,1.41421,2,0
ost000a,6,402,418,383,385,1,2,0
ost000a,7,356,345,208,227,1.41421,2,0
ost000a,8,288,291,231,244,1,2,0
ost000a,9,285,204,336,460,2.82843,3,0
ost000a,10,993,1061,997,1133,5.82843,6,0
ost000a,11,676,759,1110,1284,6.41421,7,0
ost000a,12,251,271,685,823,4,5,0
ost000a,13,973,946,1002,936,4.82843,5,0
ost000a,14,862,771,708,980,5.24264,5,0
ost000a,15,1069,1092,734,978,5.24264,5,0
ost000a,16,595,487,966,1157,6.41421,7,0
ost000a,17,565,507,1174,1215,7.82843,8,0
ost000a,18,598,595,847,771,4.41421,5,0
ost000a,19,529,561,1003,1126,7.24264,7,0
ost000a,20,585,380,1841,2280,11,12,0
ost000a,21,748,686,1279,1284,10.8284,11,0
ost000a,22,1115,1164,1492,1193,9.07107,8,0
ost000a,23,1517,1543,1610,1591,10.8995,9,0
ost000a,24,303,289,1996,1680,9,10,0
ost000a,25,1069,942,1769,2467,10.8284,11,0
ost000a,26,797,836,1608,2130,11.4853,10,0
ost000a,27,632,564,1771,2108,11.0711,10,0
ost000a,28,731,735,1172,794,9.89949,8,0
ost000a,29,664,670,1669,1563,11.4142,12,0
ost000a,30,2041,1767,2695,3605,15.4853,14,0
ost000a,31,759,754,1615,1790,12.8284,13,0
ost000a,32,1106,1076,2025,2120,15.0711,14,0
ost000a,33,276,352,1998,2220,12,13,0
ost000a,34,1221,1019,2583,3327,15.0711,14,0
ost000a,35,1519,1471,1940,2446,12.4853,11,0
ost000a,36,1240,1197,1910,1836,12.4853,11,0
ost000a,37,1577,1423,2320,3200,13.3137,11,0
ost000a,38,912,759,1904,2070,12.7279,10,0
ost000a,39,509,510,1718,2838,14,15,0
ost000a,40,825,828,1805,1826,17.6569,17,0
ost000a,41,1893,1559,2453,4217,16.1421,13,0
ost000a,42,2058,2065,3781,4550,19.3137,17,0
ost000a,43,820,791,2730,3469,16.4853,15,0
ost000a,44,1970,1997,3680,4296,18.9706,15,0
ost000a,45,452,429,1788,1887,17.8995,16,0
ost000a,46,1559,1464,2996,2822,18.9706,15,0
ost000a,47,906,821,2860,2887,18.7279,16,0
ost000a,48,256,267,1759,1930,16,17,0
ost000a,49,1105,908,2008,2700,17.0711,16,0
ost000a,50,2145,1787,3132,3310,23.799,19,0
ost000a,51,1146,1158,3816,4310,20.8284,21,0
ost000a,52,551,471,3120,3271,22.2426,22,0
ost000a,53,942,851,2767,1886,22.799,18,0
ost000a,54,449,408,3326,2556,20.4142,21,0
ost000a,55,1654,1401,3388,3066,23.799,19,0
ost000a,56,1586,1331,3688,4250,20.1421,17,0
ost000a,57,867,794,2925,3637,22.3137,20,0
ost000a,58,658,583,2895,2153,20.3848,16,0
ost000a,59,674,658,1942,1849,20.2426,20,0
ost000a,60,1914,1807,3646,3829,26.4853,25,0
ost000a,61,2283,2173,3529,3038,26.799,22,0
ost000a,62,1731,819,4077,4455,26.0711,25,0
ost000a,63,1236,1210,3525,2798,26.6569,26,0
ost000a,64,1927,1878,3617,3913,26.8995,25,0
ost000a,65,659,278,4657,3231,27.4142,28,0
ost000a,66,888,760,3887,3443,25.4853,24,0
ost000a,67,501,526,2790,2189,25.4142,26,0
ost000a,68,955,822,2126,2413,24.6569,24,0
ost000a,69,2461,2639,3637,3812,27.2132,22,0
ost000a,70,1483,1390,4683,3617,31.3848,27,0
ost000a,71,1211,961,4626,3002,31.4853,30,0
ost000a,72,1982,2020,4499,3409,30.6274,25,0
ost000a,73,2157,2047,3619,2656,29.3848,25,0
ost000a,74,1034,974,4400,4071,28.5563,25,0
ost000a,75,1007,951,3539,2741,29.1421,26,0
ost000a,76,674,617,2806,2461,28.3137,26,0
ost000a,77,846,843,4133,2698,31.3137,29,0
ost000a,78,989,961,4689,3894,30.4142,31,0
ost000a,79,1484,1050,3381,2654,31.7279,29,0
ost000a,80,2038,1818,4790,3765,32.6274,27,0
ost000a,81,1955,1686,4787,2667,35.9706,32,0
ost000a,82,2499,2212,5675,4756,35.3848,31,0
ost000a,83,2234,1861,4543,2993,32.6274,27,0
ost000a,84,1858,1093,5098,4733,33.5563,30,0
ost000a,85,1301,1141,5378,3274,33.9706,30,0
ost000a,86,1551,1356,5135,4822,32.5563,29,0
ost000a,87,1408,1199,5756,4255,35.4558,29,0
ost000a,88,809,848,5590,3942,33.5563,30,0
ost000a,89,1889,1652,3298,2205,32.1421,29,0
ost000a,90,2275,1403,5708,3167,38.3848,34,0
ost000a,91,2071,1063,5062,3331,39.4558,33,0
ost000a,92,868,840,4738,3147,36.6569,36,0
ost000a,93,1499,1005,5647,4266,38.7279,36,0
ost000a,94,2237,1983,5681,5349,37.0416,31,0
ost000a,95,1080,1061,5679,3522,39.8284,40,0
ost000a,96,1398,1336,4182,2032,37.4853,36,0
ost000a,97,1057,919,5724,4817,38.4853,37,0
ost000a,98,2388,2436,6252,5908,37.4558,31,0
ost000a,99,3438,2612,4686,3914,36.8701,30,0
ost000a,100,3767,2537,5340,3696,40.6985,33,0
ost000a,101,605,646,6269,4308,43.2426,43,0
ost000a,102,635,639,6726,3091,41.4142,42,0
ost000a,103,1469,926,4671,3370,41.9411,33,0
ost000a,104,2782,2171,7385,5033,42.9411,34,0
ost000a,105,2720,2701,5243,4019,43.2132,38,0
ost000a,106,2124,1732,6690,3604,41.2132,36,0
ost000a,107,766,553,4669,3005,41.8284,42,0
ost000a,108,2331,2121,5843,4512,40.5563,37,0
ost000a,109,1561,937,5860,3924,43.1127,35,0
ost000a,110,1855,605,5812,4671,44.5269,36,0
ost000a,111,972,537,5861,2740,45.0711,44,0
ost000a,112,3039,1712,6339,4620,46.7696,37,0
ost000a,113,1751,1444,6243,3869,45.4853,44,0
ost000a,114,2007,786,5207,3082,45.9706,42,0
ost000a,115,2599,1593,6291,3977,44.598,34,0
ost000a,116,2607,1214,5580,3133,44.2843,37,0
ost000a,117,2206,1692,6660,4578,45.799,41,0
ost000a,118,2761,1702,6110,5338,46.5563,43,0
ost000a,119,1471,841,7709,5745,44.5269,36,0
ost000a,120,2106,1604,8016,4318,49.0416,43,0
ost000a,121,2879,1692,6178,3359,49.4264,38,0
ost000a,122,2149,691,8080,3494,49.6274,44,0
ost000a,123,2802,1647,7046,3889,48.5269,40,0
ost000a,124,2178,1717,6949,3218,48.7696,39,0
ost000a,125,3022,2468,5748,3610,50.8701,44,0
ost000a,126,2032,1045,5015,2734,49.6274,44,0
ost000a,127,2541,2153,7355,3929,48.5269,40,0
ost000a,128,2506,1521,6090,4134,48.2843,41,0
ost000a,129,2247,1698,9466,5653,48.2132,43,0
ost000a,130,2120,1782,7816,3210,52.4558,46,0
ost000a,131,1073,877,5362,2266,55.8284,56,0
ost000a,132,2401,1527,6671,4025,52.1838,42,0
ost000a,133,2464,1197,7590,4567,52.1838,42,0
ost000a,134,2717,1556,5894,2825,55.0416,49,0
ost000a,135,2593,2061,8120,3030,52.1127,44,0
ost000a,136,1750,643,7056,2442,54.3553,45,0
ost000a,137,2284,1273,7785,3726,54.598,44,0
ost000a,138,1749,1356,6969,4164,54.6274,49,0
ost000a,139,662,592,5935,1924,54.6569,54,0
ost000a,140,1480,579,4751,1138,56.799,52,0
ost000a,141,3614,2387,8914,4723,56.4975,43,0
ost000a,142,4532,1858,6579,5228,59.4264,48,0
ost000a,143,2186,1311,6863,5576,57.6274,52,0
ost000a,144,1499,1253,7050,3080,57.4558,51,0
ost000a,145,4363,2260,8204,5559,59.598,49,0
ost000a,146,5023,2493,9475,6233,59.598,49,0
ost000a,147,2205,1385,8492,5175,58.3553,49,0
ost000a,148,2438,1191,6438,2939,56.4558,50,0
ost000a,149,5439,2996,8898,5408,58.5685,43,0
ost000a,150,2895,1846,7974,5470,60.0833,47,0
ost000a,151,2821,1654,10079,4276,62.3553,53,0
ost000a,152,2348,1075,7378,3281,63.598,53,0
ost000a,153,3398,1545,9379,3816,62.8406,51,0
ost000a,154,1274,489,8817,3329,63.2426,63,0
ost000a,155,1536,1339,8702,3949,61.669,49,0
ost000a,156,1359,1399,11060,3688,62.0416,56,0
ost000a,157,3971,1695,10081,3171,60.2548,48,0
ost000a,158,2767,1632,8495,3647,60.8701,54,0
ost000a,159,2579,2587,7305,5454,63.2132,58,0
ost000a,160,2622,1016,6496,3489,66.2843,59,0
ost000a,161,3205,1258,9224,4822,67.669,55,0
ost000a,162,1105,1092,7261,2234,65.8995,64,0
ost000a,163,4611,2253,10366,5494,67.669,55,0
ost000a,164,3014,2063,7444,2916,67.3553,58,0
ost000a,165,1638,915,10823,4016,67.3137,65,0
ost000a,166,1472,1064,7494,3573,66.4853,65,0
ost000a,167,2555,1461,7838,3980,66.2843,59,0
ost000a,168,3694,1858,6722,2639,65.0122,54,0
ost000a,169,2000,1193,8321,4578,67.0711,66,0
ost000a,170,4378,2622,8942,3487,69.4558,63,0
ost000a,171,1065,994,8459,3699,69.8995,68,0
ost000a,172,3693,1283,6618,1996,68.598,58,0
