map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
lak100c,0,281,188,357,282,2,3,1
lak100c,1,420,359,299,288,3.82843,4,1
lak100c,2,287,260,240,226,3.82843,4,1
lak100c,3,314,287,260,205,3.41421,4,1
lak100c,4,210,199,125,115,1,2,1
lak100c,5,207,201,196,132,2.41421,3,1
lak100c,6,210,195,121,98,2,3,1
lak100c,7,486,387,323,379,3.82843,4,1
lak100c,8,179,172,128,98,1.41421,2,1
lak100c,9,397,364,253,283,2.41421,3,1
lak100c,10,207,243,460,438,6.65685,6,1
lak100c,11,202,213,493,449,4,5,1
lak100c,12,268,271,367,320,6.82843,7,1
lak100c,13,408,383,481,433,7.82843,8,1
lak100c,14,345,310,561,526,7.82843,8,1
lak100c,15,215,202,270,247,7.65685,7,1
lak100c,16,301,276,254,246,7.07107,6,1
lak100c,17,275,296,346,285,6.65685,6,1
lak100c,18,260,275,457,460,7.82843,8,1
lak100c,19,282,285,619,712,6.65685,6,1
lak100c,20,344,306,545,438,10.2426,10,1
lak100c,21,304,258,561,484,8.41421,9,1
lak100c,22,334,279,529,408,8.41421,9,1
lak100c,23,437,365,450,431,10.4853,9,1
lak100c,24,436,405,478,451,8.82843,9,1
lak100c,25,298,319,771,709,9.82843,10,1
lak100c,26,262,261,328,410,9.41421,10,1
lak100c,27,538,481,492,496,10.8995,9,1
lak100c,28,313,301,475,494,11.8284,12,1
lak100c,29,234,269,488,471,11.8284,12,1
lak100c,30,278,255,718,721,13,14,1
lak100c,31,350,285,698,586,15.4142,16,1
lak100c,32,244,237,483,513,13.8284,14,1
lak100c,33,326,311,820,678,13.2426,13,1
lak100c,34,404,408,805,591,12.4142,13,1
lak100c,35,300,264,842,738,13.8995,12,1
lak100c,36,313,324,720,588,15.2426,15,1
lak100c,37,284,289,663,555,13.2426,13,1
lak100c,38,183,190,652,448,15.5563,12,1
lak100c,39,402,354,722,677,15.7279,13,1
lak100c,40,219,212,576,623,16.0711,15,1
lak100c,41,420,406,637,628,16.8284,17,1
lak100c,42,298,318,559,494,16.0711,15,1
lak100c,43,456,422,687,655,16.0711,15,1
lak100c,44,254,246,644,703,16.4142,17,1
lak100c,45,275,286,699,624,17.4142,18,1
lak100c,46,769,726,872,812,16.8995,15,1
lak100c,47,509,511,567,626,16.2426,16,1
lak100c,48,560,549,883,768,17.0711,16,1
lak100c,49,339,349,769,698,18.2426,18,1
lak100c,50,1107,979,1268,1289,22.1421,19,1
lak100c,51,283,245,911,922,21.8284,22,1
lak100c,52,158,162,526,477,23,24,1
lak100c,53,319,340,1047,960,22.1421,19,1
lak100c,54,728,681,971,999,22.9706,19,1
lak100c,55,671,604,845,763,22.8995,21,1
lak100c,56,951,774,1346,1298,22.3137,20,1
lak100c,57,593,512,943,852,23.7279,21,1
lak100c,58,447,427,936,837,20.6569,20,1
lak100c,59,680,568,1054,991,21.8995,20,1
lak100c,60,715,673,1117,1074,26.7279,24,1
lak100c,61,479,415,808,761,24.6274,19,1
lak100c,62,451,444,1366,1135,25.6274,20,1
lak100c,63,347,347,1640,1287,26.2426,26,1
lak100c,64,301,315,1192,988,26.3137,24,1
lak100c,65,552,545,1056,864,25.7279,23,1
lak100c,66,358,352,1233,942,25.8284,26,1
lak100c,67,278,282,1740,1113,25.6569,25,1
lak100c,68,341,306,1331,993,24.2426,24,1
lak100c,69,586,635,1647,1404,24.6274,19,1
lak100c,70,559,603,1427,1014,28.1421,25,1
lak100c,71,640,603,1247,803,31.0711,30,1
lak100c,72,451,452,1177,820,29.4853,28,1
lak100c,73,248,287,1138,778,30.4853,29,1
lak100c,74,1396,1056,1496,1330,28.2132,23,1
lak100c,75,560,571,1385,1177,29.0416,23,1
lak100c,76,708,692,1254,1201,28.6274,23,1
lak100c,77,426,407,1283,1056,28.9706,25,1
lak100c,78,381,401,1227,905,29.8995,28,1
lak100c,79,347,354,978,761,29.5563,26,1
lak100c,80,421,398,1061,688,34.8995,33,1
lak100c,81,251,165,1203,660,35.2843,28,1
lak100c,82,641,423,1629,1078,33.9706,30,1
lak100c,83,869,255,1753,901,32.8995,31,1
lak100c,84,704,671,1436,987,34.8701,28,1
lak100c,85,599,567,1326,729,34.9706,31,1
lak100c,86,927,762,1208,870,35.6985,28,1
lak100c,87,1202,799,1427,1039,33.5269,25,1
lak100c,88,618,592,1099,737,35.5563,32,1
lak100c,89,1145,838,1013,733,33.799,29,1
lak100c,90,309,298,878,565,39.9706,36,1
lak100c,91,121,142,677,436,39,40,1
lak100c,92,611,125,1004,606,38.7696,29,1
lak100c,93,854,684,1439,1143,36.2843,29,1
lak100c,94,666,639,1085,745,39.2132,34,1
lak100c,95,1003,601,1561,908,36.8701,30,1
lak100c,96,524,472,1317,887,39.2426,39,1
lak100c,97,552,229,1739,1006,38.799,34,1
lak100c,98,1142,1122,1507,1025,37.799,33,1
lak100c,99,479,435,1259,842,36.4558,30,1
lak100c,100,510,516,1505,922,43.0416,37,1
lak100c,101,967,518,1678,1049,40.598,30,1
lak100c,102,497,421,1887,1054,41.2843,34,1
lak100c,103,328,321,1109,663,41.9706,38,1
lak100c,104,727,720,1938,1323,42.2843,35,1
lak100c,105,436,443,2282,1103,40.9706,37,1
lak100c,106,1908,981,2252,1092,43.0416,37,1
lak100c,107,856,337,1643,927,40.9706,37,1
lak100c,108,578,525,1801,1178,43.9411,35,1
lak100c,109,1547,964,2365,1182,43.6274,38,1
lak100c,110,1929,1369,2006,1203,44.0416,38,1
lak100c,111,1652,947,1634,812,47.1838,37,1
lak100c,112,1253,487,1884,901,45.2843,38,1
lak100c,113,715,612,2111,1090,46.598,36,1
lak100c,114,862,252,2039,1040,44.4853,43,1
lak100c,115,1047,658,1582,853,47.598,37,1
lak100c,116,337,322,1080,574,45.4142,46,1
lak100c,117,750,352,1463,667,44.3848,40,1
lak100c,118,1282,295,2908,997,47.7279,45,1
lak100c,119,621,598,2496,1398,45.8701,39,1
lak100c,120,1601,948,1856,673,50.4558,44,1
lak100c,121,1559,777,2327,1231,51.9411,43,1
lak100c,122,1251,727,1533,787,48.799,44,1
lak100c,123,556,550,2970,1012,50.4853,49,1
lak100c,124,356,282,1566,969,51.5269,43,1
lak100c,125,233,234,1662,699,49.2426,49,1
lak100c,126,1162,1036,2760,1524,50.2132,45,1
lak100c,127,959,705,2550,1232,49.8701,43,1
lak100c,128,957,589,2007,965,51.669,39,1
lak100c,129,1319,400,2191,981,49.6985,42,1
lak100c,130,497,414,1627,801,55.9706,52,1
lak100c,131,561,597,2433,1075,54.4558,48,1
lak100c,132,1241,1032,2067,1240,54.9411,46,1
lak100c,133,1029,695,2385,1157,52.2843,45,1
lak100c,134,575,646,2427,1113,52.2426,52,1
lak100c,135,845,301,1564,1002,55.1421,52,1
lak100c,136,241,246,1517,670,55.8284,56,1
lak100c,137,408,288,2015,917,54.3553,45,1
lak100c,138,2811,1447,2283,1091,55.598,45,1
