map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
combat2,0,288,242,217,193,2.41421,3,1
combat2,1,278,264,248,243,3.41421,4,1
combat2,2,134,147,131,150,2,3,1
combat2,3,122,131,93,92,1,2,1
combat2,4,112,103,161,140,3,4,1
combat2,5,206,217,140,153,2.41421,3,1
combat2,6,246,214,161,161,1.41421,2,1
combat2,7,223,223,152,140,3.41421,4,1
combat2,8,163,164,133,128,3.82843,4,1
combat2,9,89,96,83,83,1,2,1
combat2,10,284,261,412,348,5.41421,6,1
combat2,11,276,270,305,329,4.82843,5,1
combat2,12,245,233,375,354,7.41421,8,1
combat2,13,242,212,223,201,6.24264,6,1
combat2,14,178,158,435,425,6,7,1
combat2,15,179,186,176,203,5.82843,6,1
combat2,16,110,117,209,196,7,8,1
combat2,17,177,166,204,166,7.24264,7,1
combat2,18,138,140,247,285,6,7,1
combat2,19,267,253,462,466,7.65685,7,1
combat2,20,125,129,227,233,8.48528,7,1
combat2,21,406,402,420,403,9.65685,9,1
combat2,22,166,160,300,282,11.8995,10,1
combat2,23,181,178,282,274,8.41421,9,1
combat2,24,397,364,449,480,11.8995,10,1
combat2,25,223,216,342,340,9.65685,9,1
combat2,26,228,216,279,257,8.41421,9,1
combat2,27,292,276,411,461,10.8284,11,1
combat2,28,258,256,253,254,8.07107,7,1
combat2,29,204,220,279,238,11.2426,11,1
combat2,30,232,247,425,373,15.0711,14,1
combat2,31,180,189,319,251,12.8995,11,1
combat2,32,263,290,446,393,12.4853,11,1
combat2,33,164,186,347,324,15.7279,13,1
combat2,34,168,164,346,329,12.8284,13,1
combat2,35,452,444,720,731,12.6569,12,1
combat2,36,168,165,312,270,12.3137,10,1
combat2,37,254,255,539,529,15.0711,14,1
combat2,38,172,159,327,264,12.6569,12,1
combat2,39,194,173,371,362,14.0711,13,1
combat2,40,309,316,528,526,18.8995,17,1
combat2,41,312,297,502,488,16.6569,16,1
combat2,42,218,227,528,568,17.6569,17,1
combat2,43,250,237,726,670,19.4142,20,1
combat2,44,308,313,458,468,19.3137,17,1
combat2,45,256,247,526,554,19.8284,20,1
combat2,46,203,203,534,562,17.4142,18,1
combat2,47,287,289,735,484,19.3137,17,1
combat2,48,273,284,748,747,19.4853,18,1
combat2,49,266,268,433,423,16.8284,17,1
combat2,50,559,498,643,639,20.1421,17,1
combat2,51,269,261,689,741,22.6274,17,1
combat2,52,359,338,605,605,21.0711,20,1
combat2,53,206,210,460,443,20.9706,17,1
combat2,54,166,171,578,530,23.6569,23,1
combat2,55,293,283,664,634,22.7279,20,1
combat2,56,130,135,530,438,22,23,1
combat2,57,434,429,843,992,22.3848,18,1
combat2,58,218,209,566,550,23.2426,23,1
combat2,59,199,190,481,488,21.8284,22,1
combat2,60,275,287,796,751,27.7279,25,1
combat2,61,204,210,606,596,24.6569,24,1
combat2,62,255,281,796,717,27.6274,22,1
combat2,63,243,243,1064,964,25.4142,26,1
combat2,64,202,187,522,448,25.8995,24,1
combat2,65,235,226,580,468,24.8284,25,1
combat2,66,522,471,878,797,26.1421,23,1
combat2,67,346,357,806,796,27.1421,24,1
combat2,68,442,419,1181,1160,25.3848,21,1
combat2,69,175,172,511,436,27.4853,26,1
combat2,70,283,291,800,779,31.6274,26,1
combat2,71,193,198,669,538,30.7279,28,1
combat2,72,282,297,770,715,30.0416,24,1
combat2,73,241,248,678,497,29.8284,30,1
combat2,74,203,209,549,450,28.7279,26,1
combat2,75,186,193,481,350,29.4142,30,1
combat2,76,215,229,704,630,29.9706,26,1
combat2,77,294,316,801,805,28.8701,22,1
combat2,78,234,238,937,763,28.4142,29,1
combat2,79,198,205,482,375,29.7279,27,1
combat2,80,314,320,701,555,34.3137,32,1
combat2,81,324,267,846,689,35.9411,27,1
combat2,82,164,185,883,481,33.4142,34,1
combat2,83,543,411,1553,1296,35.1127,27,1
combat2,84,175,186,711,448,34.8995,33,1
combat2,85,396,386,1353,852,33.0711,32,1
combat2,86,213,217,582,533,32.0416,26,1
combat2,87,569,424,1569,1313,32.5563,29,1
combat2,88,181,173,722,453,34.8284,35,1
combat2,89,166,168,919,601,34.7279,32,1
combat2,90,235,255,1325,958,37.4558,31,1
combat2,91,299,267,1131,852,38.5563,35,1
combat2,92,247,249,786,593,36.8284,37,1
combat2,93,490,426,1652,1117,37.9706,34,1
combat2,94,167,124,606,433,38.3553,29,1
combat2,95,504,485,1562,1064,38.2132,33,1
combat2,96,167,162,889,418,36.8284,37,1
combat2,97,466,440,968,797,39.6274,34,1
combat2,98,296,272,1317,864,38.4558,32,1
combat2,99,211,126,1104,535,39.7696,30,1
combat2,100,178,175,691,458,42.2132,37,1
combat2,101,175,184,1454,863,41.4142,42,1
combat2,102,234,216,922,605,43.9706,40,1
combat2,103,176,172,1035,581,42.2132,37,1
combat2,104,235,228,879,558,42.4264,31,1
combat2,105,295,254,1039,795,42.3553,33,1
combat2,106,166,110,732,441,43.9411,35,1
combat2,107,203,156,1000,714,41.6985,34,1
combat2,108,269,284,1767,1047,43.799,39,1
combat2,109,526,442,1189,809,43.2132,38,1
combat2,110,188,125,763,481,44.0122,33,1
combat2,111,190,186,1038,544,47.4558,41,1
combat2,112,613,361,2330,1066,47.3848,43,1
combat2,113,327,259,1081,731,44.3553,35,1
combat2,114,341,241,1005,614,46.669,34,1
combat2,115,284,220,924,631,45.2843,38,1
combat2,116,146,117,834,770,45.8406,34,1
combat2,117,363,292,1033,583,47.2548,35,1
combat2,118,399,326,2361,1003,47.4853,46,1
combat2,119,300,270,864,680,46.6274,41,1
combat2,120,300,225,1112,620,50.7696,41,1
combat2,121,210,243,915,479,50.2426,50,1
combat2,122,468,393,1756,747,51.3553,42,1
combat2,123,287,302,1765,1103,48.1421,45,1
combat2,124,282,180,940,635,48.5269,40,1
combat2,125,634,426,2030,1509,48.5269,40,1
combat2,126,199,213,1176,683,49.0416,43,1
combat2,127,518,283,2074,871,51.9706,48,1
combat2,128,215,216,1315,570,50.2426,50,1
combat2,129,192,181,1320,599,48.8284,49,1
combat2,130,533,280,1599,661,53.3848,49,1
combat2,131,328,255,1542,916,55.1838,45,1
combat2,132,227,219,917,440,52.2426,52,1
combat2,133,309,128,1115,490,54.8406,43,1
combat2,134,305,227,1342,674,55.4975,42,1
combat2,135,153,121,1141,584,53.5269,45,1
combat2,136,354,335,2253,1072,55.4142,56,1
combat2,137,309,142,1386,896,53.9411,45,1
combat2,138,164,164,1116,478,55.8284,56,1
combat2,139,185,174,908,461,53.8701,47,1
combat2,140,214,244,1449,623,59.0711,58,1
combat2,141,445,417,2441,1086,56.8284,57,1
combat2,142,492,281,1627,803,59.669,47,1
combat2,143,165,171,1229,479,57.2426,57,1
combat2,144,323,265,1231,727,58.1543,43,1
combat2,145,501,379,2216,1234,57.5269,49,1
combat2,146,379,381,2467,1231,56.6274,51,1
combat2,147,334,349,1210,770,57.6274,52,1
combat2,148,524,364,1592,936,56.9411,48,1
combat2,149,408,279,1309,670,57.1543,42,1
combat2,150,401,144,1696,815,62.799,58,1
combat2,151,202,136,1002,511,61.9828,46,1
combat2,152,336,243,1299,534,61.2843,54,1
combat2,153,559,195,2568,1030,62.9117,49,1
combat2,154,394,376,1902,1034,62.8701,56,1
combat2,155,191,181,1274,415,62.6569,62,1
combat2,156,284,219,1476,610,60.7696,51,1
combat2,157,540,364,1599,1123,61.397,45,1
combat2,158,410,285,1339,693,61.5269,53,1
combat2,159,184,173,978,407,63.4853,62,1
combat2,160,318,113,1798,592,67.4264,56,1
combat2,161,383,361,1620,709,65.2132,60,1
combat2,162,693,335,2334,1091,64.7696,55,1
combat2,163,421,243,1823,991,64.4264,53,1
combat2,164,251,233,1193,596,67.6569,67,1
combat2,165,242,250,1745,725,67.4853,66,1
combat2,166,169,121,1344,478,64.1127,56,1
combat2,167,315,252,1498,724,65.7696,56,1
combat2,168,395,354,2212,920,67.1127,59,1
combat2,169,262,197,1214,549,66.6396,49,1
combat2,170,426,336,1672,774,69.9828,54,1
combat2,171,288,287,1416,628,68.3848,64,1
combat2,172,326,250,1312,631,70.0833,57,1
combat2,173,199,239,1440,489,71.6569,71,1
combat2,174,515,439,2495,833,70.598,60,1
combat2,175,365,273,1712,603,70.6985,63,1
combat2,176,332,283,1616,830,69.1543,54,1
combat2,177,322,110,1600,553,69.4975,56,1
combat2,178,330,238,1677,695,70.7401,56,1
combat2,179,348,206,1652,640,68.6396,51,1
combat2,180,399,311,1323,844,75.0833,62,1
combat2,181,441,213,2802,539,75.7696,66,1
combat2,182,281,114,1473,507,72.3259,58,1
combat2,183,160,157,2144,490,72.0711,71,1
combat2,184,259,100,1340,418,75.2254,58,1
combat2,185,390,210,2014,884,74.0122,63,1
combat2,186,313,243,1743,814,73.2843,66,1
combat2,187,291,239,1656,760,75.3553,66,1
combat2,188,268,256,2145,738,74.8701,68,1
combat2,189,325,303,2095,749,73.5563,70,1
