map,scenid,total-src,20move-src,distance,path_size,hLevel
arena2,0,252,209,0,0,0
arena2,1,271,248,0,0,0
arena2,2,187,174,0,0,0
arena2,3,148,164,0,0,0
arena2,4,266,245,0,0,0
arena2,5,171,163,0,0,0
arena2,6,183,230,0,0,0
arena2,7,159,165,0,0,0
arena2,8,130,139,0,0,0
arena2,9,204,186,0,0,0
arena2,10,228,275,0,0,0
arena2,11,256,259,0,0,0
arena2,12,176,182,0,0,0
arena2,13,285,354,0,0,0
arena2,14,296,370,0,0,0
arena2,15,170,185,0,0,0
arena2,16,143,160,0,0,0
arena2,17,129,136,0,0,0
arena2,18,493,505,0,0,0
arena2,19,260,277,0,0,0
arena2,20,328,334,0,0,0
arena2,21,230,264,0,0,0
arena2,22,420,429,0,0,0
arena2,23,487,445,0,0,0
arena2,24,392,411,0,0,0
arena2,25,251,267,0,0,0
arena2,26,207,215,0,0,0
arena2,27,390,449,0,0,0
arena2,28,249,243,0,0,0
arena2,29,400,424,0,0,0
arena2,30,411,483,0,0,0
arena2,31,280,313,0,0,0
arena2,32,569,623,0,0,0
arena2,33,463,461,0,0,0
arena2,34,360,481,0,0,0
arena2,35,643,587,0,0,0
arena2,36,246,260,0,0,0
arena2,37,478,469,0,0,0
arena2,38,539,573,0,0,0
arena2,39,343,342,0,0,0
arena2,40,549,591,0,0,0
arena2,41,699,680,0,0,0
arena2,42,562,585,0,0,0
arena2,43,944,850,0,0,0
arena2,44,1098,1412,0,0,0
arena2,45,976,1107,0,0,0
arena2,46,740,970,0,0,0
arena2,47,941,1355,0,0,0
arena2,48,572,589,0,0,0
arena2,49,1313,1085,0,0,0
arena2,50,580,547,0,0,0
arena2,51,1130,1157,0,0,0
arena2,52,726,785,0,0,0
arena2,53,1001,986,0,0,0
arena2,54,772,886,0,0,0
arena2,55,686,795,0,0,0
arena2,56,861,781,0,0,0
arena2,57,854,916,0,0,0
arena2,58,668,880,0,0,0
arena2,59,986,1128,0,0,0
arena2,60,1118,905,0,0,0
arena2,61,1153,1458,0,0,0
arena2,62,1042,925,0,0,0
arena2,63,971,789,0,0,0
arena2,64,883,1045,0,0,0
arena2,65,1076,1299,0,0,0
arena2,66,1060,1346,0,0,0
arena2,67,1082,1005,0,0,0
arena2,68,1004,982,0,0,0
arena2,69,856,804,0,0,0
arena2,70,1190,964,0,0,0
arena2,71,1077,815,0,0,0
arena2,72,1050,1056,0,0,0
arena2,73,1001,1142,0,0,0
arena2,74,823,871,0,0,0
arena2,75,960,703,0,0,0
arena2,76,1141,1095,0,0,0
arena2,77,1117,898,0,0,0
arena2,78,1011,862,0,0,0
arena2,79,1306,810,0,0,0
arena2,80,892,756,0,0,0
arena2,81,1368,1058,0,0,0
arena2,82,1422,1095,0,0,0
arena2,83,929,661,0,0,0
arena2,84,1001,849,0,0,0
arena2,85,1241,1202,0,0,0
arena2,86,1915,1119,0,0,0
arena2,87,1172,1077,0,0,0
arena2,88,1562,1182,0,0,0
arena2,89,997,788,0,0,0
arena2,90,1122,767,0,0,0
arena2,91,1373,904,0,0,0
arena2,92,1465,939,0,0,0
arena2,93,1088,1010,0,0,0
arena2,94,1233,1173,0,0,0
arena2,95,1461,1281,0,0,0
arena2,96,1564,1227,0,0,0
arena2,97,1253,865,0,0,0
arena2,98,1144,857,0,0,0
arena2,99,1205,725,0,0,0
arena2,100,1150,578,0,0,0
arena2,101,1367,1060,0,0,0
arena2,102,1500,866,0,0,0
arena2,103,2101,1084,0,0,0
arena2,104,1651,1568,0,0,0
arena2,105,1621,821,0,0,0
arena2,106,1776,953,0,0,0
arena2,107,1383,739,0,0,0
arena2,108,1509,857,0,0,0
arena2,109,2032,1026,0,0,0
arena2,110,1640,973,0,0,0
arena2,111,1545,682,0,0,0
arena2,112,1661,1193,0,0,0
arena2,113,1085,817,0,0,0
arena2,114,2299,1369,0,0,0
arena2,115,1819,1478,0,0,0
arena2,116,1793,1099,0,0,0
arena2,117,1800,1177,0,0,0
arena2,118,1702,1369,0,0,0
arena2,119,1485,1133,0,0,0
arena2,120,1335,648,0,0,0
arena2,121,877,458,0,0,0
arena2,122,1708,905,0,0,0
arena2,123,2288,1625,0,0,0
arena2,124,1730,1032,0,0,0
arena2,125,2614,1541,0,0,0
arena2,126,1501,729,0,0,0
arena2,127,879,446,0,0,0
arena2,128,1800,936,0,0,0
arena2,129,1370,1146,0,0,0
arena2,130,967,578,0,0,0
arena2,131,1178,682,0,0,0
arena2,132,1507,1236,0,0,0
arena2,133,2423,1314,0,0,0
arena2,134,3328,1548,0,0,0
arena2,135,1953,765,0,0,0
arena2,136,1936,1433,0,0,0
arena2,137,2313,1487,0,0,0
arena2,138,2391,1011,0,0,0
arena2,139,2621,952,0,0,0
arena2,140,1447,608,0,0,0
arena2,141,926,396,0,0,0
arena2,142,2128,921,0,0,0
arena2,143,2320,906,0,0,0
arena2,144,2747,1183,0,0,0
arena2,145,1533,776,0,0,0
arena2,146,3139,595,0,0,0
arena2,147,2210,1525,0,0,0
arena2,148,1847,888,0,0,0
arena2,149,2239,779,0,0,0
arena2,150,2784,869,0,0,0
arena2,151,2636,909,0,0,0
arena2,152,1959,631,0,0,0
arena2,153,3265,1467,0,0,0
arena2,154,1621,668,0,0,0
arena2,155,2846,1458,0,0,0
arena2,156,2342,1490,0,0,0
arena2,157,1996,1669,0,0,0
arena2,158,1848,1207,0,0,0
arena2,159,1722,548,0,0,0
arena2,160,3972,1036,0,0,0
arena2,161,2478,1034,0,0,0
arena2,162,1888,961,0,0,0
arena2,163,1892,1325,0,0,0
arena2,164,2006,664,0,0,0
arena2,165,1605,930,0,0,0
arena2,166,3196,1111,0,0,0
arena2,167,1408,707,0,0,0
arena2,168,1455,963,0,0,0
arena2,169,1727,1204,0,0,0
arena2,170,1679,596,0,0,0
arena2,171,3456,1519,0,0,0
arena2,172,1987,578,0,0,0
arena2,173,2514,770,0,0,0
arena2,174,2034,814,0,0,0
arena2,175,2088,786,0,0,0
arena2,176,3104,1469,0,0,0
arena2,177,4213,1134,0,0,0
arena2,178,1632,745,0,0,0
arena2,179,2383,763,0,0,0
arena2,180,1732,556,0,0,0
arena2,181,2457,1477,0,0,0
arena2,182,2574,692,0,0,0
arena2,183,2242,860,0,0,0
arena2,184,2677,1133,0,0,0
arena2,185,3258,1041,0,0,0
arena2,186,2898,986,0,0,0
arena2,187,2122,773,0,0,0
arena2,188,2128,902,0,0,0
arena2,189,1954,756,0,0,0
arena2,190,1915,844,0,0,0
arena2,191,3575,1430,0,0,0
arena2,192,2395,800,0,0,0
arena2,193,2486,701,0,0,0
arena2,194,3420,1211,0,0,0
arena2,195,2359,781,0,0,0
arena2,196,3051,1244,0,0,0
arena2,197,3038,998,0,0,0
arena2,198,3791,1846,0,0,0
arena2,199,2302,857,0,0,0
arena2,200,1854,897,0,0,0
arena2,201,1754,731,0,0,0
arena2,202,2610,877,0,0,0
arena2,203,2818,891,0,0,0
arena2,204,2358,791,0,0,0
arena2,205,2404,778,0,0,0
arena2,206,1936,526,0,0,0
arena2,207,2414,774,0,0,0
arena2,208,3815,1183,0,0,0
arena2,209,2914,1585,0,0,0
arena2,210,5422,1071,0,0,0
arena2,211,2969,978,0,0,0
arena2,212,3045,811,0,0,0
arena2,213,2814,839,0,0,0
arena2,214,3097,514,0,0,0
arena2,215,3692,1565,0,0,0
arena2,216,3341,879,0,0,0
arena2,217,4724,1604,0,0,0
arena2,218,3377,1345,0,0,0
arena2,219,2175,967,0,0,0
arena2,220,2639,799,0,0,0
arena2,221,1972,483,0,0,0
arena2,222,2440,658,0,0,0
arena2,223,2323,533,0,0,0
arena2,224,1680,739,0,0,0
arena2,225,3063,721,0,0,0
arena2,226,2885,1346,0,0,0
arena2,227,2565,780,0,0,0
arena2,228,3545,1011,0,0,0
arena2,229,5225,1100,0,0,0
arena2,230,2391,639,0,0,0
arena2,231,1571,377,0,0,0
arena2,232,1599,455,0,0,0
arena2,233,2511,893,0,0,0
arena2,234,3946,1720,0,0,0
arena2,235,4068,505,0,0,0
arena2,236,3159,444,0,0,0
arena2,237,5548,1370,0,0,0
arena2,238,2692,902,0,0,0
arena2,239,3461,556,0,0,0
arena2,240,2578,947,0,0,0
arena2,241,1914,482,0,0,0
arena2,242,5021,1158,0,0,0
arena2,243,5150,1217,0,0,0
arena2,244,2985,1012,0,0,0
arena2,245,2534,884,0,0,0
arena2,246,4166,961,0,0,0
arena2,247,3287,587,0,0,0
arena2,248,3270,957,0,0,0
arena2,249,3420,1265,0,0,0
arena2,250,4028,801,0,0,0
arena2,251,5742,509,0,0,0
arena2,252,4619,1663,0,0,0
arena2,253,3204,742,0,0,0
arena2,254,2542,559,0,0,0
arena2,255,3833,831,0,0,0
arena2,256,4354,954,0,0,0
arena2,257,3239,985,0,0,0
arena2,258,5482,1201,0,0,0
arena2,259,3034,1123,0,0,0
arena2,260,3133,888,0,0,0
arena2,261,2590,524,0,0,0
arena2,262,3248,534,0,0,0
arena2,263,4431,1645,0,0,0
arena2,264,4165,1153,0,0,0
arena2,265,2973,782,0,0,0
arena2,266,3260,1536,0,0,0
arena2,267,3826,702,0,0,0
arena2,268,3974,941,0,0,0
arena2,269,2739,748,0,0,0
arena2,270,2885,483,0,0,0
arena2,271,3125,1589,0,0,0
arena2,272,4533,960,0,0,0
arena2,273,2898,585,0,0,0
arena2,274,5177,1397,0,0,0
arena2,275,4700,1540,0,0,0
arena2,276,2704,668,0,0,0
arena2,277,3027,1163,0,0,0
arena2,278,4031,1029,0,0,0
arena2,279,4097,826,0,0,0
arena2,280,3556,1479,0,0,0
arena2,281,3446,482,0,0,0
arena2,282,4347,681,0,0,0
arena2,283,5037,806,0,0,0
arena2,284,4704,690,0,0,0
arena2,285,3773,542,0,0,0
arena2,286,3567,736,0,0,0
arena2,287,4251,962,0,0,0
arena2,288,3226,722,0,0,0
arena2,289,4017,1043,0,0,0
arena2,290,3168,475,0,0,0
arena2,291,5295,913,0,0,0
arena2,292,5544,662,0,0,0
arena2,293,4685,811,0,0,0
arena2,294,3745,926,0,0,0
arena2,295,3910,738,0,0,0
arena2,296,5571,1075,0,0,0
arena2,297,4328,1197,0,0,0
arena2,298,4374,1384,0,0,0
arena2,299,4193,1711,0,0,0
arena2,300,3851,1029,0,0,0
arena2,301,3015,490,0,0,0
arena2,302,3097,965,0,0,0
arena2,303,6793,1415,0,0,0
arena2,304,5938,989,0,0,0
arena2,305,5649,705,0,0,0
arena2,306,2954,657,0,0,0
arena2,307,5246,764,0,0,0
arena2,308,5603,1093,0,0,0
arena2,309,3606,604,0,0,0
arena2,310,3745,469,0,0,0
arena2,311,3099,418,0,0,0
arena2,312,2585,524,0,0,0
arena2,313,3882,1047,0,0,0
arena2,314,3625,566,0,0,0
arena2,315,2362,544,0,0,0
arena2,316,4409,987,0,0,0
arena2,317,2992,661,0,0,0
arena2,318,3188,620,0,0,0
arena2,319,5829,822,0,0,0
arena2,320,2922,652,0,0,0
arena2,321,2129,469,0,0,0
arena2,322,3373,399,0,0,0
arena2,323,2795,309,0,0,0
arena2,324,5936,712,0,0,0
arena2,325,3611,941,0,0,0
arena2,326,4524,949,0,0,0
arena2,327,4609,1550,0,0,0
arena2,328,3457,1049,0,0,0
arena2,329,3902,1088,0,0,0
arena2,330,3287,455,0,0,0
arena2,331,3263,393,0,0,0
arena2,332,3917,989,0,0,0
arena2,333,2621,382,0,0,0
arena2,334,4100,1099,0,0,0
arena2,335,3309,936,0,0,0
arena2,336,5350,576,0,0,0
arena2,337,3500,494,0,0,0
arena2,338,5468,821,0,0,0
arena2,339,7608,1145,0,0,0
arena2,340,3712,1073,0,0,0
arena2,341,3864,906,0,0,0
arena2,342,5784,709,0,0,0
arena2,343,4918,774,0,0,0
arena2,344,3168,543,0,0,0
arena2,345,3971,407,0,0,0
arena2,346,5020,699,0,0,0
arena2,347,4605,653,0,0,0
arena2,348,4325,988,0,0,0
arena2,349,4767,691,0,0,0
arena2,350,5122,1087,0,0,0
arena2,351,3689,887,0,0,0
arena2,352,3405,826,0,0,0
arena2,353,4316,452,0,0,0
arena2,354,4169,620,0,0,0
arena2,355,5818,880,0,0,0
arena2,356,5457,1029,0,0,0
arena2,357,3698,616,0,0,0
arena2,358,6544,1100,0,0,0
arena2,359,5139,1240,0,0,0
arena2,360,5023,1126,0,0,0
arena2,361,4034,844,0,0,0
arena2,362,4172,457,0,0,0
arena2,363,3691,365,0,0,0
arena2,364,3288,951,0,0,0
arena2,365,3719,1005,0,0,0
arena2,366,7123,983,0,0,0
arena2,367,4833,693,0,0,0
arena2,368,5596,870,0,0,0
