map,i,source,s,h,w,e
orz103d,0,26907,4.36427e+06,315594,1724,671993
orz103d,0,12071,4.40691e+06,275179,382,610443
orz103d,0,33219,3.55788e+06,293794,22960,690139
orz103d,0,34298,3.98338e+06,299300,46334,693588
orz103d,0,1420,4.52128e+06,293536,134011,631713
orz103d,0,38773,3.72464e+06,290523,12597,626397
orz103d,0,27430,3.72641e+06,285961,25089,618004
orz103d,0,13301,4.57198e+06,287552,616,606477
orz103d,0,31711,3.82933e+06,278361,286,589860
orz103d,0,326,3.79780e+06,272497,8384,650224
orz103d,0,3569,4.13388e+06,276384,1481,593989
orz103d,0,18755,3.83773e+06,275997,46002,590907
orz103d,0,28038,3.60196e+06,279076,5461,589479
orz103d,0,31637,3.73358e+06,316711,15554,594086
orz103d,0,31131,3.81956e+06,273969,2488,593505
orz103d,0,18241,3.65436e+06,270512,2975,616152
orz103d,0,23672,4.03181e+06,274285,1043,612294
orz103d,0,22417,3.68731e+06,268050,13382,587153
orz103d,0,4648,5.40536e+06,301983,32437,620505
orz103d,0,16994,4.05061e+06,287846,236821,641513
orz103d,0,17056,4.41535e+06,282192,31950,598245
orz103d,0,14114,4.33910e+06,282247,19357,660239
orz103d,0,28709,3.88757e+06,315541,8046,597075
orz103d,0,29280,3.68291e+06,280089,111214,642878
orz103d,0,27536,3.90055e+06,281925,8140,595490
orz103d,0,23558,3.87249e+06,266615,62226,598664
orz103d,0,10058,3.57518e+06,317703,28871,628995
orz103d,0,9441,4.93638e+06,286735,10458,600582
orz103d,0,27371,4.62464e+06,281333,8566,594763
orz103d,0,22577,4.55362e+06,280653,77257,598630
orz103d,0,14893,4.14198e+06,277242,20467,598072
orz103d,0,13814,4.19271e+06,275716,7478,597841
orz103d,0,12120,4.16004e+06,275805,7006,590414
orz103d,0,6157,3.69072e+06,268166,48131,587512
orz103d,0,32859,3.38475e+06,266027,8402,608920
orz103d,0,6079,4.58043e+06,312168,13637,668387
orz103d,0,7765,4.34792e+06,291633,27925,740975
orz103d,0,3137,5.33513e+06,310458,10516,654939
orz103d,0,9483,4.49709e+06,283612,219294,629341
orz103d,0,33931,4.1502e+06,280210,61793,631766
orz103d,0,37405,3.77375e+06,281483,9819,625326
orz103d,0,33177,4.41372e+06,280516,540,626334
orz103d,0,6788,4.20956e+06,289389,12366,628197
orz103d,0,29174,4.07026e+06,285414,886,625170
orz103d,0,6213,4.21086e+06,287282,22760,630737
orz103d,0,26910,4.17748e+06,291123,1078,624526
orz103d,0,4196,4.74802e+06,297221,4928,667582
orz103d,0,29119,3.77218e+06,280489,21517,622683
orz103d,0,33556,4.14023e+06,286390,50468,632344
orz103d,0,5021,3.77262e+06,288092,16983,613956
orz103d,0,27041,3.67328e+06,271784,16265,604723
orz103d,0,9688,3.95511e+06,295521,53654,602770
orz103d,0,12877,3.67771e+06,288797,886,656541
orz103d,0,34166,4.91295e+06,282574,40815,631451
orz103d,0,28565,4.28194e+06,282416,17779,771045
orz103d,0,25892,3.95911e+06,283765,23527,630533
orz103d,0,38223,3.74924e+06,275139,13314,611386
orz103d,0,7517,4.16697e+06,286987,8303,630585
orz103d,0,9382,6.43749e+06,318369,21375,712687
orz103d,0,3561,4.17598e+06,302515,14723,677892
orz103d,0,25370,3.8607e+06,305880,8697,661439
orz103d,0,121,3.94994e+06,364290,16235,637752
orz103d,0,8210,3.80822e+06,283534,21813,621950
orz103d,0,11360,3.76324e+06,277494,17064,612308
orz103d,0,14797,4.35344e+06,318458,569,626643
orz103d,0,1265,4.78607e+06,272849,41502,605674
orz103d,0,36065,4.06051e+06,275255,4902,707756
orz103d,0,18944,4.80846e+06,273798,24657,611423
orz103d,0,26232,3.84008e+06,307074,10907,696888
orz103d,0,30959,3.98404e+06,289709,25752,643532
orz103d,0,21670,3.90808e+06,276877,18195,626511
orz103d,0,22754,3.75686e+06,273443,769,616496
orz103d,0,15006,3.6118e+06,274308,5914,626635
orz103d,0,7072,4.15386e+06,274802,2912,605460
orz103d,0,10492,4.06611e+06,289448,414,622068
orz103d,0,40079,3.40207e+06,265543,2209,588017
orz103d,0,32075,3.51067e+06,269654,11550,662271
orz103d,0,36361,3.10742e+06,263085,73565,589614
orz103d,0,14504,3.34105e+06,268057,311,588281
orz103d,0,22376,3.25960e+06,266447,91078,591664
orz103d,0,30609,3.23188e+06,267881,11637,766925
orz103d,0,35062,3.48429e+06,290810,18891,619188
orz103d,0,35083,3.64184e+06,266871,6231,588939
orz103d,0,37631,3.18521e+06,286417,53220,601896
orz103d,0,13839,3.99298e+06,288105,18226,587180
orz103d,0,33041,3.33785e+06,266358,700,702581
orz103d,0,18205,3.4895e+06,267484,211761,663043
orz103d,0,3361,3.5206e+06,270105,341,586380
orz103d,0,35957,3.23199e+06,263061,29428,588439
orz103d,0,34005,3.32366e+06,294339,62498,588015
orz103d,0,16402,3.2972e+06,276965,32719,603942
orz103d,0,7839,3.87356e+06,264938,94674,586989
orz103d,0,32419,3.69899e+06,267529,926,654062
orz103d,0,2746,4.79239e+06,364762,631222,839906
orz103d,0,20555,5.20448e+06,435615,63295,774468
orz103d,0,18383,4.14841e+06,409707,15896,1.0443e+06
orz103d,0,22430,5.04881e+06,293346,62230,749572
orz103d,0,15272,5.08453e+06,284747,1670,874253
orz103d,0,33207,4.20192e+06,395997,624,870324
orz103d,0,2842,3.9084e+06,285077,18170,628493
orz103d,0,14455,4.51592e+06,291988,8644,667309
orz103d,0,34125,3.8487e+06,283841,16146,641443
orz103d,0,28893,3.95714e+06,406253,9397,691683
orz103d,0,25013,4.07800e+06,275989,5240,608637
orz103d,0,30848,3.85296e+06,499790,18916,796141
orz103d,0,33704,4.05849e+06,282945,63639,628197
orz103d,0,24817,3.62478e+06,281360,29453,621488
orz103d,0,16831,3.48817e+06,280904,130808,684405
orz103d,0,34530,3.39442e+06,280638,474217,626847
orz103d,0,3044,5.60313e+06,286436,3777,636734
orz103d,0,13006,4.19311e+06,306175,81354,694885
orz103d,0,8300,5.14137e+06,275526,6876,610587
orz103d,0,20982,3.73948e+06,274083,17743,603312
orz103d,0,19060,3.31424e+06,265658,34802,586835
orz103d,0,25536,3.21522e+06,380709,12329,608349
orz103d,0,26869,3.43319e+06,266824,8054,730855
orz103d,0,30459,3.56759e+06,269264,11518,587437
orz103d,0,37222,3.12707e+06,263235,120470,698357
orz103d,0,21406,4.23563e+06,276172,13548,739126
orz103d,0,20461,4.28915e+06,404498,7079,677472
orz103d,0,14137,4.4835e+06,282362,7296,666945
orz103d,0,33439,4.14626e+06,290154,6610,671376
orz103d,0,26645,4.1822e+06,293650,11050,739492
orz103d,0,7588,4.6528e+06,275489,3103,729458
orz103d,0,7322,4.06769e+06,276316,33797,611911
orz103d,0,17532,3.93218e+06,275541,404,605769
orz103d,0,18753,3.52898e+06,273908,11009,606190
orz103d,0,8600,3.92254e+06,278213,2605,603261
orz103d,0,34388,3.42678e+06,275934,38381,606069
orz103d,0,14094,3.53423e+06,274514,101622,609214
orz103d,0,34197,3.60848e+06,266777,8022,589360
orz103d,0,7757,3.61086e+06,267600,18413,587264
orz103d,0,20717,3.19767e+06,265859,24249,588031
orz103d,0,34176,3.20734e+06,276491,425353,597507
orz103d,0,17183,3.90379e+06,317827,16667,594429
orz103d,0,27108,3.43220e+06,268908,7221,591053
orz103d,0,28569,3.30395e+06,266399,23729,586257
orz103d,0,17081,3.71269e+06,265749,525,585735
orz103d,0,13224,3.41593e+06,268237,11403,587152
orz103d,0,24493,3.28825e+06,265972,25199,588611
orz103d,0,39690,3.22235e+06,266108,5349,584016
orz103d,0,9378,3.84517e+06,284272,1032,659224
orz103d,0,25478,4.27172e+06,284497,322,593437
orz103d,0,35017,3.60438e+06,275996,494106,597064
orz103d,0,37012,3.42259e+06,271148,85203,591562
orz103d,0,14095,3.77998e+06,316418,37400,628880
orz103d,0,37817,3.23239e+06,262961,12806,586370
orz103d,0,12516,3.30065e+06,268474,23033,587006
orz103d,0,9125,3.47439e+06,268509,13387,589076
orz103d,0,3693,3.58029e+06,319924,19704,655938
orz103d,0,3310,3.94492e+06,266156,437,589644
orz103d,0,33874,3.15963e+06,308698,383570,589680
orz103d,0,9636,3.67471e+06,309100,11063,589004
orz103d,0,32884,3.8257e+06,339550,16653,667484
orz103d,0,23280,4.58896e+06,306232,59775,641368
orz103d,0,36359,4.10119e+06,274629,74908,602284
orz103d,0,37446,3.86926e+06,322774,126972,626381
orz103d,0,17671,3.45271e+06,263127,13406,587700
orz103d,0,15880,3.60164e+06,310539,113636,589922
orz103d,0,34118,3.5336e+06,362427,270,677560
orz103d,0,4257,4.27332e+06,277533,19482,602446
orz103d,0,39282,3.90755e+06,277633,1004,590097
orz103d,0,30665,3.77131e+06,280926,20122,591617
orz103d,0,27224,3.67136e+06,275870,3182,588667
orz103d,0,23467,3.68272e+06,274102,8099,596108
orz103d,0,37111,3.85143e+06,294081,20338,629401
orz103d,0,5974,4.42251e+06,278320,331,640614
orz103d,0,11082,4.02272e+06,278295,5956,593409
orz103d,0,36285,3.66244e+06,268018,9073,603152
orz103d,0,15116,3.44871e+06,265173,1043,589210
orz103d,0,15773,3.97462e+06,305812,12256,587495
orz103d,0,9182,3.63863e+06,276481,15969,623685
orz103d,0,8874,4.01786e+06,274925,73689,603215
orz103d,0,4980,3.56712e+06,272188,29259,585847
orz103d,0,23196,3.16766e+06,263262,85791,590406
orz103d,0,14073,3.1977e+06,287208,5086,717850
orz103d,0,20774,4.06830e+06,283335,2962,625322
orz103d,0,12579,4.02826e+06,324375,44171,598157
orz103d,0,16172,4.02125e+06,277221,12880,592075
orz103d,0,18911,4.12755e+06,279215,52383,598404
orz103d,0,5554,4.45614e+06,366320,6956,668393
orz103d,0,27169,4.26652e+06,283344,9975,600557
orz103d,0,25603,4.07992e+06,278156,5603,685108
orz103d,0,5503,3.99068e+06,270256,31111,613919
orz103d,0,36683,3.17948e+06,262606,87351,589315
orz103d,0,23120,3.50926e+06,265851,48389,588968
orz103d,0,18114,3.47836e+06,267698,30778,646815
orz103d,0,30368,3.58728e+06,269165,1180,583597
orz103d,0,19911,3.31331e+06,267364,24122,585948
orz103d,0,3295,3.40948e+06,269811,18999,593699
orz103d,0,7390,3.49772e+06,267040,963,586762
orz103d,0,34852,3.62377e+06,268928,83040,592802
orz103d,0,36569,3.18197e+06,263638,21259,588065
orz103d,0,36627,3.29243e+06,268608,33623,587439
orz103d,0,29706,3.30955e+06,267733,632,588243
orz103d,0,8439,4.16095e+06,280104,15873,601220
orz103d,0,2209,4.14128e+06,279078,21197,596388
orz103d,0,21643,3.76116e+06,278086,99392,591701
orz103d,0,22287,3.81472e+06,319643,57086,608632
orz103d,0,17190,4.12421e+06,278190,19414,591271
orz103d,0,37984,3.34071e+06,352319,37193,715887
orz103d,0,24504,3.71998e+06,297599,14316,589927
orz103d,0,9142,4.23053e+06,285197,298,589070
orz103d,0,32624,3.8147e+06,271524,1681,595391
orz103d,0,18198,3.22264e+06,266611,269,588675
orz103d,0,29227,3.35161e+06,275071,34406,604733
orz103d,0,1753,7.14231e+06,489970,228291,1.13091e+06
orz103d,0,9063,5.73824e+06,282653,506,669396
orz103d,0,40358,3.3567e+06,273149,816,645508
orz103d,0,38810,3.70548e+06,299228,8119,661343
orz103d,0,22247,3.85458e+06,273231,15114,706546
orz103d,0,30075,3.99117e+06,288306,10562,650731
orz103d,0,26586,3.78296e+06,325149,5255,631537
orz103d,0,3163,3.9215e+06,306311,25943,671934
orz103d,0,20079,3.67799e+06,282276,2787,602916
orz103d,0,26827,3.98646e+06,287689,24992,606112
orz103d,0,6289,4.12396e+06,288484,60096,631862
orz103d,0,9137,4.0594e+06,265374,40999,589581
orz103d,0,17862,3.49462e+06,267257,11029,588273
orz103d,0,5796,3.6448e+06,360583,7697,598082
orz103d,0,17478,3.49158e+06,263511,120362,639704
orz103d,0,16517,4.08985e+06,269979,260,590432
orz103d,0,38141,3.20985e+06,263830,715,590229
orz103d,0,14490,3.77266e+06,268164,8136,594061
orz103d,0,15676,3.98823e+06,326751,402,656817
orz103d,0,13321,5.00604e+06,298669,437,616453
orz103d,0,22499,4.46961e+06,293266,15239,705733
orz103d,0,12398,4.44723e+06,294119,23882,637654
orz103d,0,18632,4.41771e+06,294873,15465,692356
orz103d,0,30956,3.81742e+06,278425,26024,607301
orz103d,0,30822,3.64393e+06,276060,5594,606579
orz103d,0,1875,4.33298e+06,263943,69894,593021
orz103d,0,25488,3.63060e+06,266801,4638,590207
orz103d,0,10178,3.32303e+06,268374,1679,587839
orz103d,0,28701,3.30107e+06,265116,1402,588612
orz103d,0,51,3.59592e+06,264887,3523,588742
orz103d,0,1257,3.54224e+06,264933,22306,587597
orz103d,0,26259,3.28554e+06,270753,10693,585125
orz103d,0,5245,3.44224e+06,267283,8859,587695
orz103d,0,8067,3.78309e+06,267314,73027,590548
orz103d,0,11083,3.36438e+06,268421,6707,587070
orz103d,0,21280,3.34745e+06,268033,31786,585658
orz103d,0,21857,3.21221e+06,267347,35454,586904
orz103d,0,32468,3.56227e+06,280770,19980,597328
orz103d,0,24338,4.23413e+06,299064,28175,730795
orz103d,0,20805,5.30401e+06,322633,77132,686373
orz103d,0,30009,4.79876e+06,304673,53360,639291
orz103d,0,34658,3.89319e+06,303656,84782,678088
orz103d,0,1987,4.40847e+06,323320,120353,634291
orz103d,0,5550,5.19465e+06,286451,16334,646710
orz103d,0,27391,4.75117e+06,304880,13333,685746
orz103d,0,4389,4.27193e+06,286675,794,612070
orz103d,0,3705,4.0158e+06,316222,23169,638686
orz103d,0,21196,4.153e+06,282221,14369,627659
orz103d,0,8036,4.30117e+06,287194,784,621360
orz103d,0,16133,3.60304e+06,271960,24516,629880
orz103d,0,13580,3.4196e+06,274193,3391,605812
orz103d,0,25901,3.60804e+06,280666,30548,608922
orz103d,0,13157,4.1294e+06,285026,44206,630614
orz103d,0,10999,5.40958e+06,389134,54174,793830
orz103d,0,25457,5.07623e+06,435168,10507,675439
orz103d,0,3494,4.44817e+06,301023,10552,635786
orz103d,0,7818,4.38357e+06,280485,155265,602005
orz103d,0,3696,3.62648e+06,274228,19173,645928
orz103d,0,11541,4.26582e+06,302097,14570,660273
orz103d,0,8399,4.44695e+06,299460,365,658227
orz103d,0,20538,4.44506e+06,318846,66437,663480
orz103d,0,7855,4.18229e+06,277730,846,616329
orz103d,0,14111,4.24229e+06,275784,35964,608292
orz103d,0,18409,3.2868e+06,270848,26700,606722
orz103d,0,6051,4.16491e+06,303691,21204,667576
orz103d,0,39252,4.05727e+06,274610,47111,608656
orz103d,0,39946,3.37931e+06,274300,3732,609287
orz103d,0,16090,3.34281e+06,281237,95715,622393
orz103d,0,35536,3.30702e+06,267367,135499,588167
orz103d,0,29217,3.52034e+06,268008,67044,589468
orz103d,0,16951,3.63086e+06,266134,762,590442
orz103d,0,2947,3.66613e+06,266459,35030,588875
orz103d,0,17391,3.33739e+06,265244,351,622953
orz103d,0,495,3.40722e+06,267941,2212,588778
orz103d,0,458,3.26912e+06,263930,17679,587307
orz103d,0,21852,3.43085e+06,269340,27140,625360
orz103d,0,39002,3.40848e+06,266709,4062,593930
orz103d,0,1958,3.27866e+06,265460,407530,588859
orz103d,0,10713,3.56214e+06,267703,3277,628291
orz103d,0,22496,3.56753e+06,301554,10467,588697
orz103d,0,12378,3.72057e+06,266953,14606,586249
orz103d,0,15490,3.7027e+06,274574,5061,603965
orz103d,0,6696,4.582e+06,304962,540,666322
orz103d,0,5923,4.56994e+06,269812,27970,599471
orz103d,0,9645,4.48419e+06,274584,55352,607539
orz103d,0,25061,3.45573e+06,341721,8811,631068
orz103d,0,5994,3.77215e+06,269572,1267,586770
orz103d,0,14779,3.30663e+06,268228,19967,584592
orz103d,0,30567,3.2033e+06,263062,3904,585526
orz103d,0,31079,3.31124e+06,306540,86647,590981
orz103d,0,7488,3.52668e+06,266758,22486,591292
orz103d,0,38282,3.43108e+06,265478,4022,589872
orz103d,0,28647,3.18391e+06,265362,7244,587184
orz103d,0,8345,3.84587e+06,265813,85548,586435
orz103d,0,3254,3.57979e+06,266212,2917,587618
orz103d,0,37745,3.19073e+06,274816,45670,588897
orz103d,0,31030,3.17926e+06,265254,10899,585166
orz103d,0,13734,3.33904e+06,336358,845,595078
orz103d,0,11797,3.32767e+06,266657,4723,586618
orz103d,0,30875,3.2153e+06,263332,1254,586792
orz103d,0,6506,3.41318e+06,267449,90495,589183
orz103d,0,24474,3.14807e+06,262736,83750,654681
orz103d,0,8329,3.9292e+06,267370,78085,588047
orz103d,0,28103,3.99088e+06,297609,10994,631882
orz103d,0,7370,4.28079e+06,284545,406,627697
orz103d,0,18252,3.63801e+06,273391,6511,610439
orz103d,0,31053,3.89982e+06,276140,23407,606725
orz103d,0,900,3.91308e+06,273122,31209,605661
orz103d,0,4917,3.69869e+06,274292,17881,614718
orz103d,0,3062,3.99532e+06,277053,4736,593335
orz103d,0,17387,3.40652e+06,277053,320129,593463
orz103d,0,18408,3.2544e+06,338972,23673,604462
orz103d,0,22531,4.42685e+06,265331,87630,640164
orz103d,0,18268,3.84734e+06,265998,38937,589872
orz103d,0,28768,3.4183e+06,280782,69109,613600
orz103d,0,37422,3.22897e+06,267770,31526,589143
orz103d,0,31761,3.12208e+06,286367,3401,585691
orz103d,0,2648,3.64539e+06,262188,49625,634870
orz103d,0,14279,3.56703e+06,268390,1226,585667
orz103d,0,13558,3.52402e+06,268547,272,584403
orz103d,0,5244,3.65389e+06,288668,10744,585715
orz103d,0,32307,3.30366e+06,265972,62949,587622
orz103d,0,17760,3.19242e+06,265743,235296,590006
orz103d,0,3980,3.99311e+06,266577,10398,586315
orz103d,0,35171,3.51694e+06,285286,29900,608843
orz103d,0,2527,4.33363e+06,281540,6055,602628
orz103d,0,4467,4.30235e+06,280805,310,590688
orz103d,0,6547,3.942e+06,277938,7549,590091
orz103d,0,1490,3.98166e+06,321962,77959,586979
orz103d,0,11905,3.33682e+06,267425,98864,591840
orz103d,0,29037,3.37176e+06,265518,182455,591106
orz103d,0,33694,3.07794e+06,265292,364102,590371
orz103d,0,24618,3.34434e+06,282854,22099,627596
orz103d,0,32046,3.58344e+06,270183,5047,587931
orz103d,0,27473,3.42997e+06,301045,60659,587688
orz103d,0,27706,3.33739e+06,305615,10354,590542
orz103d,0,33264,3.63472e+06,267535,21555,596706
orz103d,0,6688,3.65445e+06,270207,8255,590329
orz103d,0,24100,3.26338e+06,268065,2086,590161
orz103d,0,10806,3.45647e+06,266353,14387,590335
orz103d,0,10415,3.44187e+06,295447,46836,611150
orz103d,0,7940,3.81838e+06,266015,22003,588517
orz103d,0,17662,3.16195e+06,274389,13251,599751
orz103d,0,14887,3.2029e+06,266385,9832,586604
orz103d,0,4350,3.27493e+06,265287,47580,652425
orz103d,0,38343,3.36996e+06,270304,563,585613
orz103d,0,39407,3.24812e+06,266090,30909,678822
orz103d,0,13359,3.62049e+06,313704,25028,622860
orz103d,0,26692,4.2508e+06,263469,88551,726558
orz103d,0,19064,4.31279e+06,287598,325,633348
orz103d,0,21497,4.36769e+06,277762,58673,616119
orz103d,0,12285,3.5898e+06,277252,345,603793
orz103d,0,11718,3.8643e+06,291399,8206,601829
orz103d,0,35467,3.61503e+06,273614,51290,596457
orz103d,0,10267,3.94661e+06,275593,193732,597197
orz103d,0,28019,3.76044e+06,276583,8723,587386
orz103d,0,37059,3.40233e+06,264021,87498,610293
orz103d,0,211,3.41901e+06,265921,44144,586131
orz103d,0,22090,3.29084e+06,265305,14139,586627
orz103d,0,24117,3.32655e+06,267367,25318,587120
orz103d,0,36839,3.212e+06,262623,76433,594245
orz103d,0,21761,3.29712e+06,264677,7158,587552
orz103d,0,25624,3.76559e+06,278333,305,596382
orz103d,0,39607,3.48299e+06,266805,383,611976
orz103d,0,26725,3.81069e+06,268303,2288,595767
orz103d,0,21704,3.54484e+06,291157,81280,668074
orz103d,0,7772,3.81208e+06,282957,39697,607792
orz103d,0,4626,3.73487e+06,267073,2294,588798
orz103d,0,21362,3.69521e+06,265959,4201,591737
orz103d,0,4715,4.00111e+06,266775,12610,587906
orz103d,0,22564,3.44973e+06,267244,20070,587997
orz103d,0,21204,3.18958e+06,266987,14375,607030
orz103d,0,24097,3.47523e+06,267091,686,652442
orz103d,0,10453,3.81199e+06,267576,8060,588972
orz103d,0,16681,3.26326e+06,263719,82472,589522
orz103d,0,20182,3.19412e+06,264223,1424,590359
orz103d,0,23209,3.44750e+06,265614,8648,589713
orz103d,0,24686,3.33732e+06,265610,9666,587457
orz103d,0,21501,3.29994e+06,268384,11387,587622
orz103d,0,9765,3.39233e+06,268824,301,589860
orz103d,0,14616,3.4872e+06,267963,4527,587427
orz103d,0,656,3.42326e+06,265944,16707,589431
orz103d,0,28378,3.29016e+06,267897,19613,589743
orz103d,0,18403,3.15397e+06,265701,14481,589067
orz103d,0,36291,3.33395e+06,270954,1324,717292
orz103d,0,16700,3.55503e+06,273315,51708,671739
orz103d,0,33328,3.91848e+06,281798,283,592011
orz103d,0,38488,3.67285e+06,272663,10054,589633
orz103d,0,10672,3.6928e+06,306059,29148,659942
orz103d,0,30078,3.73441e+06,277289,10051,593487
orz103d,0,34312,3.60016e+06,311863,57254,622423
orz103d,0,11812,3.54005e+06,266364,307,586319
orz103d,0,8722,3.93741e+06,317331,9987,626597
orz103d,0,33819,3.4612e+06,268903,9491,589695
orz103d,0,5658,4.24348e+06,284659,105704,602392
orz103d,0,22558,4.18351e+06,279654,5701,595964
orz103d,0,3126,4.58203e+06,277769,38044,726579
orz103d,0,7813,4.51178e+06,275699,110276,607889
orz103d,0,13945,3.90335e+06,276406,25478,628832
orz103d,0,5572,3.7648e+06,313507,131302,642402
orz103d,0,20561,4.45534e+06,268345,659,614038
orz103d,0,20627,3.5784e+06,281314,5681,622876
orz103d,0,13921,4.34534e+06,315058,3545,727993
orz103d,0,27616,4.66903e+06,301242,23466,669342
orz103d,0,9500,4.97248e+06,285766,7083,676001
orz103d,0,35593,4.48725e+06,285757,24036,623648
orz103d,0,39513,3.83386e+06,284806,11696,629106
orz103d,0,10356,3.57436e+06,284815,274,624613
orz103d,0,29533,3.87597e+06,297352,8313,645174
orz103d,0,14554,4.46331e+06,335257,17460,849803
orz103d,0,35793,4.06614e+06,281889,9837,632922
orz103d,0,34630,4.02686e+06,291175,4029,623567
orz103d,0,31448,4.33136e+06,369109,39888,929294
orz103d,0,33869,6.09359e+06,447585,572617,1.07638e+06
orz103d,0,7995,4.29412e+06,283096,45325,638155
orz103d,0,17140,4.09786e+06,294007,6009,628663
orz103d,0,2513,4.41414e+06,313833,23009,741481
orz103d,0,29200,3.88149e+06,275715,66261,706098
orz103d,0,10779,4.31209e+06,285265,3369,664967
orz103d,0,23519,3.75488e+06,283961,5917,707771
orz103d,0,15564,4.10059e+06,276841,1475,657497
orz103d,0,15566,4.08559e+06,282655,7758,622381
orz103d,0,30151,4.16754e+06,285576,1727,636707
orz103d,0,4495,4.68561e+06,292438,34160,626362
orz103d,0,29792,3.95813e+06,286021,10227,632327
orz103d,0,6503,3.79753e+06,313695,114114,674070
orz103d,0,17826,3.74164e+06,299294,11074,679228
orz103d,0,40236,4.05268e+06,307108,21119,626786
orz103d,0,34174,3.77542e+06,456823,484875,689321
