../maps-scens/arena/arena.map-METIS-CUT-SRC-RLE,35252,35252
../maps-scens/arena2/arena2.map-METIS-CUT-SRC-RLE,2073948,2073948
../maps-scens/brc000d/brc000d.map-METIS-CUT-SRC-RLE,1977732,1977732
../maps-scens/brc100d/brc100d.map-METIS-CUT-SRC-RLE,1311652,1311652
../maps-scens/den200n/den200n.map-METIS-CUT-SRC-RLE,348860,348860
../maps-scens/den202d/den202d.map-METIS-CUT-SRC-RLE,6724,6724
../maps-scens/den404d/den404d.map-METIS-CUT-SRC-RLE,3284,3284
