map,scenid,total-src,20move-src,distance,path_size,hLevel,pure
lak201d,0,197,182,0,0,3,0
lak201d,1,157,112,0,0,3,0
lak201d,2,223,199,0,0,3,0
lak201d,3,148,136,0,0,3,0
lak201d,4,117,104,0,0,3,0
lak201d,5,171,159,0,0,3,0
lak201d,6,349,289,0,0,3,0
lak201d,7,276,275,0,0,3,0
lak201d,8,301,264,0,0,3,0
lak201d,9,250,214,0,0,3,0
lak201d,10,326,326,0,0,3,0
lak201d,11,371,347,0,0,3,0
lak201d,12,517,464,0,0,3,0
lak201d,13,223,261,0,0,3,0
lak201d,14,215,221,0,0,3,0
lak201d,15,221,207,0,0,3,0
lak201d,16,174,187,0,0,3,0
lak201d,17,231,227,0,0,3,0
lak201d,18,206,211,0,0,3,0
lak201d,19,266,282,0,0,3,0
lak201d,20,292,320,0,0,3,0
lak201d,21,282,290,0,0,3,0
lak201d,22,300,301,0,0,3,0
lak201d,23,446,419,0,0,3,0
lak201d,24,310,333,0,0,3,0
lak201d,25,252,268,0,0,3,0
lak201d,26,375,362,0,0,3,0
lak201d,27,517,512,0,0,3,0
lak201d,28,553,542,0,0,3,0
lak201d,29,510,489,0,0,3,0
lak201d,30,791,848,0,0,3,0
lak201d,31,368,426,0,0,3,0
lak201d,32,739,805,0,0,3,0
lak201d,33,465,489,0,0,3,0
lak201d,34,447,424,0,0,3,0
lak201d,35,586,575,0,0,3,0
lak201d,36,715,710,0,0,3,0
lak201d,37,394,384,0,0,3,0
lak201d,38,582,594,0,0,3,0
lak201d,39,578,547,0,0,3,0
lak201d,40,867,815,0,0,3,0
lak201d,41,527,557,0,0,3,0
lak201d,42,764,812,0,0,3,0
lak201d,43,668,651,0,0,3,0
lak201d,44,1123,1020,0,0,3,0
lak201d,45,953,925,0,0,3,0
lak201d,46,669,652,0,0,3,0
lak201d,47,628,644,0,0,3,0
lak201d,48,742,715,0,0,3,0
lak201d,49,534,554,0,0,3,0
lak201d,50,789,828,0,0,3,0
lak201d,51,706,723,0,0,3,0
lak201d,52,754,723,0,0,3,0
lak201d,53,506,530,0,0,3,0
lak201d,54,478,492,0,0,3,0
lak201d,55,407,394,0,0,3,0
lak201d,56,490,480,0,0,3,0
lak201d,57,491,514,0,0,3,0
lak201d,58,722,738,0,0,3,0
lak201d,59,633,653,0,0,3,0
lak201d,60,710,707,0,0,3,0
lak201d,61,836,836,0,0,3,0
lak201d,62,781,797,0,0,3,0
lak201d,63,519,513,0,0,3,0
lak201d,64,998,963,0,0,3,0
lak201d,65,785,636,0,0,3,0
lak201d,66,767,725,0,0,3,0
lak201d,67,1381,1086,0,0,3,0
lak201d,68,1582,1211,0,0,3,0
lak201d,69,952,878,0,0,3,0
lak201d,70,942,738,0,0,3,0
lak201d,71,1052,593,0,0,3,0
lak201d,72,757,608,0,0,3,0
lak201d,73,663,578,0,0,3,0
lak201d,74,697,586,0,0,3,0
lak201d,75,963,786,0,0,3,0
lak201d,76,1157,1018,0,0,3,0
lak201d,77,1029,830,0,0,3,0
lak201d,78,1114,1025,0,0,3,0
lak201d,79,823,802,0,0,3,0
lak201d,80,1109,856,0,0,3,0
lak201d,81,955,734,0,0,3,0
lak201d,82,1597,1142,0,0,3,0
lak201d,83,1036,837,0,0,3,0
lak201d,84,1049,821,0,0,3,0
lak201d,85,1161,832,0,0,3,0
lak201d,86,1054,771,0,0,3,0
lak201d,87,812,683,0,0,3,0
lak201d,88,1675,1199,0,0,3,0
lak201d,89,1138,727,0,0,3,0
lak201d,90,1512,1156,0,0,3,0
lak201d,91,1833,1234,0,0,3,0
lak201d,92,1421,1055,0,0,3,0
lak201d,93,1283,862,0,0,3,0
lak201d,94,1041,711,0,0,3,0
lak201d,95,1096,874,0,0,3,0
lak201d,96,1515,1076,0,0,3,0
lak201d,97,1617,1493,0,0,3,0
lak201d,98,1510,838,0,0,3,0
lak201d,99,1400,904,0,0,3,0
lak201d,100,1616,1044,0,0,3,0
lak201d,101,1101,748,0,0,3,0
lak201d,102,1285,819,0,0,3,0
lak201d,103,1179,749,0,0,3,0
lak201d,104,1690,723,0,0,3,0
lak201d,105,1761,1093,0,0,3,0
lak201d,106,1514,1006,0,0,3,0
lak201d,107,1526,1040,0,0,3,0
lak201d,108,1472,910,0,0,3,0
lak201d,109,1168,882,0,0,3,0
lak201d,110,1572,1139,0,0,3,0
lak201d,111,1922,914,0,0,3,0
lak201d,112,1313,819,0,0,3,0
lak201d,113,1053,704,0,0,3,0
lak201d,114,1853,819,0,0,3,0
lak201d,115,1449,1038,0,0,3,0
lak201d,116,1219,762,0,0,3,0
lak201d,117,2197,1116,0,0,3,0
lak201d,118,2026,1090,0,0,3,0
lak201d,119,1990,889,0,0,3,0
lak201d,120,2050,1186,0,0,3,0
lak201d,121,1855,766,0,0,3,0
lak201d,122,1996,1002,0,0,3,0
lak201d,123,2213,1275,0,0,3,0
