map,scenid,total-src,20move-src,distance,path_size,hLevel
den202d,0,141,131,0,0,0
den202d,1,105,101,0,0,0
den202d,2,133,131,0,0,0
den202d,3,164,165,0,0,0
den202d,4,138,133,0,0,0
den202d,5,155,147,0,0,0
den202d,6,84,79,0,0,0
den202d,7,147,136,0,0,0
den202d,8,172,148,0,0,0
den202d,9,140,155,0,0,0
den202d,10,207,200,0,0,0
den202d,11,177,154,0,0,0
den202d,12,205,197,0,0,0
den202d,13,235,220,0,0,0
den202d,14,188,169,0,0,0
den202d,15,168,173,0,0,0
den202d,16,192,190,0,0,0
den202d,17,241,223,0,0,0
den202d,18,212,219,0,0,0
den202d,19,182,174,0,0,0
den202d,20,228,227,0,0,0
den202d,21,239,230,0,0,0
den202d,22,198,207,0,0,0
den202d,23,204,226,0,0,0
den202d,24,247,229,0,0,0
den202d,25,233,245,0,0,0
den202d,26,216,214,0,0,0
den202d,27,200,204,0,0,0
den202d,28,222,217,0,0,0
den202d,29,220,209,0,0,0
den202d,30,275,258,0,0,0
den202d,31,289,281,0,0,0
den202d,32,298,289,0,0,0
den202d,33,276,274,0,0,0
den202d,34,278,280,0,0,0
den202d,35,240,244,0,0,0
den202d,36,236,249,0,0,0
den202d,37,255,256,0,0,0
den202d,38,261,266,0,0,0
den202d,39,262,239,0,0,0
den202d,40,326,323,0,0,0
den202d,41,361,384,0,0,0
den202d,42,337,331,0,0,0
den202d,43,346,351,0,0,0
den202d,44,344,352,0,0,0
den202d,45,383,398,0,0,0
den202d,46,316,313,0,0,0
den202d,47,350,359,0,0,0
den202d,48,318,315,0,0,0
den202d,49,326,325,0,0,0
den202d,50,384,391,0,0,0
